decision,title,abstract,identifier,id,source,journal,authors,year,type,level,position,name
,A Neural Marker Of Costly Punishment Behavior,"Human readiness to incur personal costs to punish norm violators is a key force in the maintenance of social norms. The willingness to punish is, however, characterized by vast individual heterogeneity that is poorly understood. In fact, this heterogeneity has so far defied explanations in terms of individual-level demographic or psychological variables. Here, we use resting electroencephalography, a stable measure of individual differences in cortical activity, to show that a highly specific neural marker-baseline cortical activity in the right prefrontal cortex-predicts individuals' punishment behavior. The analysis of task-independent individual variation in cortical baseline activity provides a new window into the neurobiology of decision making by bringing dispositional neural markers to the forefront of the analysis. © The Author(s) 2010.",doi,10.1177/0956797609360750,Scopus,Psychological Science,"Knoch D., Gianotti L.R.R., Baumgartner T., Fehr E.",2010,Article,NA,reviewer1,Lydia
,"A Pilot Randomized, Controlled Trial Of An Active Video Game Physical Activity Intervention","Objective: Active video games (AVGs) transform the sedentary screen time of video gaming into active screen time and have great potential to serve as a ""gateway"" tool to a more active lifestyle for the least active individuals. This pilot randomized trial was conducted to explore the potential of theory-guided active video games in increasing moderate-to-vigorous physical activity (MVPA) among young adults. Method: In this pilot 4-week intervention, participants were randomly assigned to 1 of the following groups: an AVG group with all the self determination theory (SDT)-based game features turned off, an AVG group with all the SDT-based game features turned on, a passive gameplay group with all the SDT-based game features turned on, and a control group. Physical activity was measured using ActiGraph GT3X accelerometers. Other outcomes included attendance and perceived need satisfaction of autonomy, competence and relatedness. Results: It was found that playing the self-determination theory supported AVG resulted in greater MVPA compared with the control group immediately postintervention. The AVG with the theory-supported features also resulted in greater attendance and psychological need satisfaction than the non-theory-supported one. Conclusion: An AVG designed with motivation theory informed features positively impacted attendance and MVPA immediately postintervention, suggesting that including AVG features guided with motivation theory may be a method of addressing common problems with adherence and increasing effectiveness of active gaming. © 2015 American Psychological Association.",doi,10.1037/hea0000302,Scopus,Health Psychology,"Peng W., Pfeiffer K.A., Winn B., Lin J.-H., Suton D.",2015,Article,NA,reviewer1,Lydia
,A Pilot Study Using The Xbox Kinect For Exercise Conditioning In Sedentary Female University Students,"BACKGROUND: There is little research exploring training effects of engaging in active video gaming activities. OBJECTIVES: This study sought to determine the cardiovascular and metabolic responses, changes in flexibility and exercise adherence to an aerobic dance exercise programme using the XBOX Kinect over a 6 week training period. METHODS: Training was conducted using the Just Dance 4 disc on the XBOX Kinect 360. Participants attended five, 30 minute sessions per week for the first two weeks, four 45 minute sessions per week for the next two weeks and three 60 minute sessions per week for the last two weeks. Outcomes assessed included flexibility, body mass index (BMI), percentage body fat, maximal oxygen consumption (VO<inf>2max</inf>), resting and post exercise blood pressure, heart rate and blood lactate levels. RESULTS: There were significant improvements in flexibility, maximal oxygen consumption and resting heart rate. There were no significant changes in BMI, percentage body fat or blood lactate levels. Nine (37.5%) participants continued to engage in this form of exercise at least 3-days per week over the 3-month post intervention follow-up period. CONCLUSION: Engaging in dancing using dance videogames can lead to improved cardiovascular conditioning and flexibility in sedentary female university students. © 2015 IOS Press and the authors. All rights reserved.",doi,10.3233/THC-150899,Scopus,Technology and Health Care,"Roopchand-Martin S., Nelson G., Gordon C., Sing S.Y.",2015,Article,NA,reviewer1,Lydia
,A Pilot Study With A Novel Setup For Collaborative Play Of The Humanoid Robot Kaspar With Children With Autism,"This article describes a pilot study in which a novel experimental setup, involving an autonomous humanoid robot, KASPAR, participating in a collaborative, dyadic video game, was implemented and tested with children with autism, all of whom had impairments in playing socially and communicating with others. The children alternated between playing the collaborative video game with a neurotypical adult and playing the same game with the humanoid robot, being exposed to each condition twice. The equipment and experimental setup were designed to observe whether the children would engage in more collaborative behaviours while playing the video game and interacting with the adult than performing the same activities with the humanoid robot. The article describes the development of the experimental setup and its first evaluation in a small-scale exploratory pilot study. The purpose of the study was to gain experience with the operational limits of the robot as well as the dyadic video game, to determine what changes should be made to the systems, and to gain experience with analyzing the data from this study in order to conduct a more extensive evaluation in the future. Based on our observations of the childrens' experiences in playing the cooperative game, we determined that while the children enjoyed both playing the game and interacting with the robot, the game should be made simpler to play as well as more explicitly collaborative in its mechanics. Also, the robot should be more explicit in its speech as well as more structured in its interactions. Results show that the children found the activity to be more entertaining, appeared more engaged in playing, and displayed better collaborative behaviours with their partners (For the purposes of this article, 'partner' refers to the human/robotic agent which interacts with the children with autism. We are not using the term's other meanings that refer to specific relationships or emotional involvement between two individuals.) in the second sessions of playing with human adults than during their first sessions. One way of explaining these findings is that the children's intermediary play session with the humanoid robot impacted their subsequent play session with the human adult. However, another longer and more thorough study would have to be conducted in order to better re-interpret these findings. Furthermore, although the children with autism were more interested in and entertained by the robotic partner, the children showed more examples of collaborative play and cooperation while playing with the human adult. © 2013 The Author(s).",doi,10.1007/s12369-013-0195-x,Scopus,International Journal of Social Robotics,"Wainer J., Dautenhahn K., Robins B., Amirabdollahian F.",2014,Article,NA,reviewer1,Lydia
,A Randomized Study Of Cognitive Remediation For Forensic And Mental Health Patients With Schizophrenia,"Cognitive remediation has proven efficacy for improving neurocognition in people with schizophrenia. The current study evaluated the benefits of cognitive remediation on neurocognition, functioning, psychotic symptoms, and aggression in a sample of forensic and mental health patients. Care recipients with schizophrenia or schizoaffective disorder (N=78) receiving services in the forensic and mental health units of a state hospital were randomized to participate in cognitive remediation versus computer games control activities. Participants' neurocognition, functional capacity, experiential recovery, psychotic symptoms, and aggression incidents were assessed at baseline and posttreatment. Cognitive remediation was associated with improvements in several neurocognitive domains and circumscribed domains of functional capacity. People assigned to cognitive remediation experiences greater reductions in negative symptoms, agitation/excitement, and verbal and physical aggression. In addition to improving neurocognition in long-term hospitalized forensic and mental health patients, cognitive remediation may enhance efforts at reducing negative symptoms, emotion dysregulation, and aggression incidents. Forensic settings may represent a new frontier for the clinical dissemination of cognitive remediation. © 2015 Elsevier Ltd.",doi,10.1016/j.jpsychires.2015.05.013,Scopus,Journal of Psychiatric Research,"Ahmed A.O., Hunter K.M., Goodrum N.M., Batten N.-J., Birgenheir D., Hardison E., Dixon T., Buckley P.F.",2015,Article,NA,reviewer1,Lydia
,A Selective Meta-Analysis On The Relative Incidence Of Discrete Affective States During Learning With Technology,"The last decade has witnessed considerable interest in the investigation of the affective dimensions of learning and in the development of advanced learning technologies that automatically detect and respond to student affect. Identifying the affective states that students experience in technology-enhanced learning contexts is a fundamental question in this area. This article provides an initial attempt to answer this question with a selective meta-analysis of 24 studies that utilized a mixture of methodologies (online self-reports, online observations, emote-aloud protocols, cued recall) and affect judges (students themselves, untrained peers, trained judges) for fine-grained monitoring of 14 discrete affective states of 1,740 middle school, high school, college, and adult students in 5 countries. Affective states occurred over the course of interactions with a range of learning technologies, including intelligent tutoring systems, serious games, simulation environments, and simple computer interfaces. Standardized effect sizes of relative frequency, computed by comparing the proportional occurrence of each affective state to the other states in each study, were modeled with random-effects models. Engagement/flow was consistently found to be relatively frequent (d+ = 2.5), and contempt, anger, disgust, sadness, anxiety, delight, fear, and surprise were consistently infrequent, with d+ ranging from -6.5 to -0.78. Effects for boredom (d+ = 0.19), confusion (d+ = 0.12), curiosity (d+ = -0.10), happiness (d+ = -0.13), and frustration (d+ = -2.5) varied substantially across studies. Mixed-effects models indicated that the source of the affect judgments (self vs. observers) and the authenticity of the learning contexts (classroom vs. laboratory) accounted for greater heterogeneity than the use of advanced learning technologies and training time. Theoretical and applied implications of the findings are discussed. © 2013 American Psychological Association.",doi,10.1037/a0032674,Scopus,Journal of Educational Psychology,D'Mello S.,2013,Article,NA,reviewer1,Lydia
,A Serious Game With A Thermal Haptic Mouse,"Human senses are responsible for providing feedback from the surrounding environment that enable the execution of any day life activity. But, has time passes by, the sensing ability tends to decline together with the capability to process information and control the members as well as the entire body.The present work reports an ongoing work on the development of a new haptic device, designed to be used mainly by elder person, stimulating and quantifying the nervous system response capability. This was achieved through a serious game, using a temperature controlled element. The user positions his/her hand/finger on the device in order to capture the temperature stimulus. Depending on the sensation perceived (hot or cold), a basic task is required to be execute.The time to execute the task can be used to get information on the user's global nervous system current condition.",doi,10.3991/ijoe.v9iS8.3399,Scopus,International Journal of Online Engineering,"Silva A., Restivo M.T., Gabriel J.",2013,Article,NA,reviewer1,Lydia
,A Simulation For A Predator To Pursuit A Prey Based On Energy,"For the predator-prey model, most conventional researches have focused on the food chain. In recent computer game and movies, simulation of natural phenomena has been increased. Realistic simulation is a key to the simulation of natural phenomena. It also comes in as an important role when simulating predator-prey chasing. Various factors must be put into consideration - such as physical condition, emotion of the predator, and the environment of the pursuit - when creating a realistic simulation of predator-prey chasing. It is not easy to simulate by reflecting all factors independently. Thus, this paper assumes that these independent variables are converted in terms of energy for the pursuit. It will simulate the situation of a predator chasing a prey using the ""energy for the pursuit"". To do this, we proposed the consumed energy by using steering force based on Newton's law and the needed energy based on physics theory for a predator to move a distance as maximum velocity. A number of experiments were conducted in order to show the correctness of the proposed energies. Through experiments, this paper illustrates that the proposed energy models are well suited for natural pursuit. © 2014 SERSC.",doi,10.14257/ijmue.2014.9.4.16,Scopus,International Journal of Multimedia and Ubiquitous Engineering,Lee J.M.,2014,Article,NA,reviewer1,Lydia
,A Statistically Rigorous Analysis Of 2D Path-Planning Algorithms,"Path-planning is a well-known studied problem in Artificial Intelligence. Given two points in a map, path-planning algorithms search for a path that joins those two points, avoiding obstacles. It is a challenging problem with important practical applications in a wide range of applications: autonomous mobile robotics, logistics or video games, just to mention some of them. Given its importance, it has attracted much research, resulting in a large number of algorithms, some classical, such as A∗, other more specialized, such as swarms. However, despite all the literature dedicated to this problem, the statistics used to analyze experimental results in most cases are naïve. In this paper, we position in favor of the need of incorporating stronger statistical methods in path-planning empirical research and promote a debate in the research community. To this end, we analyze some 2D-grid classical path-planning algorithms in discrete domains (i.e. A∗ and A∗ with post-processing) and more recent algorithms in continuous domains (i.e. Theta∗ and S-Theta∗). Given the differences of these algorithms, we study them under different criteria: Run-time, number of heading changes, number of expanded vertices and path-length. © The British Computer Society 2014. All rights reserved.",doi,10.1093/comjnl/bxu137,Scopus,Computer Journal,"Muñoz P., Barrero D.F., R-Moreno M.D.",2014,Article,NA,reviewer1,Lydia
,"A Study Investigating The Acute Dose-Response Effects Of 13 Mg And 17 Mg Δ 9- Tetrahydrocannabinol On Cognitive-Motor Skills, Subjective And Autonomic Measures In Regular Users Of Marijuana","Heavy use of marijuana is claimed to damage critical skills related to short-term memory, visual scanning and attention. Motor skills and driving safety may be compromised by the acute effects of marijuana. The aim of this study was to investigate the acute effects of 13 mg and 17 mg Δ 9-tetrahydrocannabinol (THC) on skills important for coordinated movement and driving and on subjective and autonomic measures in regular users of marijuana. Fourteen regular users of marijuana were enrolled. Each subject was tested on two separate days. On each test day, subjects smoked two low-nicotine cigarettes, one with and the other without THC. Seventeen mg THC was included in the cigarette on one test day and 13 mg on the other day. The sequence of cigarette types was unknown to the subject. During smoking, heart rate and blood pressure were monitored, and the subjects performed a virtual reality maze task requiring attention and motor coordination, followed by 3 other cognitive tasks (Wisconsin Card Sorting Test (WCST), a ""gambling"" task and estimation of time and distance from an approaching car). After smoking a cigarette with 17 mg THC, regular marijuana users hit the walls more often on the virtual maze task than after smoking cigarettes without THC; this effect was not seen in patients after they smoked cigarettes with 13 mg THC. Performance in the WCST was affected with 17 mg THC and to a lesser extent with the use of 13 mg THC. Decision making in the gambling task was affected after smoking cigarettes with 17 mg THC, but not with 13 m THC. Smoking cigarettes with 13 and 17 mg THC increased subjective ratings of pleasure and satisfaction, drug ""effect"" and drug ""high"". Thes findings imply that smoking of 17 mg THC results in impairment of cognitive-motor skills that could be important for coordinated movemen and driving, whereas the lower dose of 13 mg THC appears to cause less impairment of such skills in regular users of marijuana. © 2008 British Association for Psychopharmacology.",doi,10.1177/0269881108088194,Scopus,Journal of Psychopharmacology,"Weinstein A., Brickner O., Lerman H., Greemland M., Bloch M., Lester H., Chisin R., Sarne Y., Mechoulam R., Bar-Hamburger R., Freedman N., Even-Sapir E.",2008,Article,NA,reviewer1,Lydia
,Action Video Game Players' Visual Search Advantage Extends To Biologically Relevant Stimuli,"Research investigating the effects of action video game experience on cognition has demonstrated a host of performance improvements on a variety of basic tasks. Given the prevailing evidence that these benefits result from efficient control of attentional processes, there has been growing interest in using action video games as a general tool to enhance everyday attentional control. However, to date, there is little evidence indicating that the benefits of action video game playing scale up to complex settings with socially meaningful stimuli - one of the fundamental components of our natural environment. The present experiment compared action video game player (AVGP) and non-video game player (NVGP) performance on an oculomotor capture task that presented participants with face stimuli. In addition, the expression of a distractor face was manipulated to assess if action video game experience modulated the effect of emotion. Results indicate that AVGPs experience less oculomotor capture than NVGPs; an effect that was not influenced by the emotional content depicted by distractor faces. It is noteworthy that this AVGP advantage emerged despite participants being unaware that the investigation had to do with video game playing, and participants being equivalent in their motivation and treatment of the task as a game. The results align with the notion that action video game experience is associated with superior attentional and oculomotor control, and provides evidence that these benefits can generalize to more complex and biologically relevant stimuli. © 2015 Elsevier B.V.",doi,10.1016/j.actpsy.2015.06.001,Scopus,Acta Psychologica,"Chisholm J.D., Kingstone A.",2015,Article,NA,reviewer1,Lydia
