decision,title,abstract,identifier,id,source,journal,authors,year,type,level,position,name
,A Socratic Epistemology For Verbal Emotional Intelligence,"We describe and experimentally validate a question-asking framework for machinelearned linguistic knowledge about human emotions. Using the Socratic method as a theoretical inspiration, we develop an experimental method and computational model for computers to learn subjective information about emotions by playing emotion twenty questions (EMO20Q), a game of twenty questions limited to words denoting emotions. Using human-human EMO20Q data we bootstrap a sequential Bayesian model that drives a generalized pushdown automaton-based dialog agent that further learns from 300 human-computer dialogs collected on Amazon Mechanical Turk. The human-human EMO20Q dialogs show the capability of humans to use a large, rich, subjective vocabulary of emotion words. Training on successive batches of human-computer EMO20Q dialogs shows that the automated agent is able to learn fromsubsequent human-computer interactions. Our results show that the training procedure enables the agent to learn a large set of emotion words. The fully trained agent successfully completes EMO20Q at 67% of human performance and 30% better than the bootstrapped agent. Even when the agent fails to guess the human opponent's emotion word in the EMO20Q game, the agent's behavior of searching for knowledge makes it appear human-like, which enables the agent to maintain user engagement and learn new, out-of-vocabulary words. These results lead us to conclude that the question-asking methodology and its implementation as a sequential Bayes pushdown automaton are a successful model for the cognitive abilities involved in learning, retrieving, and using emotion words by an automated agent in a dialog setting. © 2016 Kazemzadeh et al.",doi,10.7717/peerj-cs.40,Scopus,PeerJ Computer Science,"Kazemzadeh A., Gibson J., Georgiou P., Lee S., Narayanan S.",2016,Article,NA,reviewer1,Ali
,A Study In Users' Physiological Response To An Empathic Interface Agent,"This paper presents a novel method for evaluating the impact of animated interface agents with affective and empathic behavior. While previous studies relied on questionnaires in order to assess the user's overall experience with the interface agent, we will analyze users' physiological response (skin conductance and electromyography), which allows us to estimate affect-related user experiences on a moment-by-moment basis without interfering with the primary interaction task. As an interaction scenario, a card game has been implemented where the user plays against a virtual opponent. The findings of our study indicate that within a competitive gaming scenario, (i) the absence of the agent's display of negative emotions is conceived as arousing or stress-inducing, and (ii) the valence of users' emotional response is congruent with the valence of the emotion expressed by the agent. Our results for skin conductance could also be reproduced by assuming a local rather than a global baseline. © 2006 World Scientific Publishing Company.",doi,10.1142/S0219843606000801,Scopus,International Journal of Humanoid Robotics,"Prendinger H., Becker C., Ishizuka M.",2006,Article,NA,reviewer1,Ali
,A Tactile Luminous Floor For An Interactive Autonomous Space,"This paper describes the interactive tactile luminous floor that was constructed and used as the skin of the playful interactive space Ada, which ran as a public exhibit for five months in 2002 and had over 550,000 visitors. Ada's floor was custom-built to provide a means for individual and collective user interaction. It consists of 360 hexagonal 66 cm tiles covering a total area of 136 m2, each with analogue tactile load sensors based on force-sensitive resistors and dimmable neon red, green and blue (RGB) lamps. The tiles are constructed from extruded aluminum with glass tops. An Interbus factory automation bus senses and controls the tiles. Software is described for rendering fluid, dynamic visual effects on the floor, for signal processing of the load information, for real-time visitor tracking and for a variety of behavioural modes, games and interactions. Data from single tiles and from tracking are shown. This floor offers new modalities of human-computer interaction and human-robot interaction for autonomous robotic spaces. © 2007 Elsevier Ltd. All rights reserved.",doi,10.1016/j.robot.2007.01.006,Scopus,Robotics and Autonomous Systems,"Delbrück T., Whatley A.M., Douglas R., Eng K., Hepp K., Verschure P.F.M.J.",2007,Article,NA,reviewer1,Ali
,Active Video Games As A Form Of Exercise And The Effect Of Gaming Experience: A Preliminary Study In Healthy Young Adults,"Objectives: To examine the energy expenditure and heart rate response while playing active video games, and the effect of gaming experience on energy expenditure. Design: Cross-sectional study. Participants and interventions: Twenty-eight healthy participants (18 male, age 19 to 27 years) played either Wii Sports Boxing, Tennis and Baseball, or Wii Sports Boxing and Wii Fit Free Jogging. Main outcome measures: Percentage maximal heart rate (%HRmax) and metabolic equivalents (METs) were measured during 15. minutes of rest and during each game. Results: Mean %HRmax and METs while playing each of the four games were as follows: Wii Fit Free Jogging 71% [standard deviation (SD) 13%], 5.9 (SD 1.8); Wii Sports Boxing 58% (SD 13%), 3.2 (SD 1.1); Wii Sports Baseball 42% (SD 6%), 2.0 (SD 0.5); and Wii Sports Tennis 42% (SD 7%), 2.0 (SD 0.4). Subjects with gaming experience achieved a lower heart rate playing Wii Sports Tennis compared with subjects without gaming experience. Conclusions: Wii Sports Boxing, Tennis and Baseball are light-intensity activities, and Wii Fit Free Jogging is a moderate-intensity activity. Experience of gaming may affect the exercise intensity of games requiring controller skill. © 2012 Chartered Society of Physiotherapy.",doi,10.1016/j.physio.2012.05.001,Scopus,Physiotherapy (United Kingdom),"O'Donovan C., Hussey J.",2012,Article,NA,reviewer1,Ali
,Acute Effects Of Video-Game Playing Versus Television Viewing On Stress Markers And Food Intake In Overweight And Obese Young Men: A Randomised Controlled Trial,"Background Sedentary or near-sedentary activities are associated with overweight/obesity in epidemiological studies. This has traditionally been attributed to physical activity displacement. A little-explored area is whether behavioural stresses alter sensations of appetite and eating behaviour. We examined whether behaviours conducted seated (television viewing, video gaming) induce different eating patterns, associated with differential levels of stress response. Methods and findings We conducted a randomized controlled trial in 72 overweight/obese adult males, assigned to three groups (24 per group): (i) non-violent television (control group); (ii) non-violent game (FIFA); (iii) violent game (Call of Duty). Following a standardized breakfast, the 1-h intervention was followed by 25-min rest, with sweet and savoury snacks and drinks available ad libitum. Stress markers (heart rate, blood pressure, visual analogue scale (VAS)) were measured throughout. Heart rate, systolic blood pressure, and stress by VAS were significantly higher (p < 0.05) playing video games than watching non-violent television, though the two game groups did not differ. Considered separately, only the violent video game group consumed more energy (Δ = 208.3 kcal, 95%CI 16, 400), sweet foods (Δ = 25.9 g, 95%CI 9.9, 41.9) and saturated fat (Δ = 4.36 g, 95%CI 0.76, 7.96) than controls. Conclusion Playing video games in overweight/obese adult males is associated with an acute stress response relative to watching non-violent television, associated with greater subsequent food intake. These findings highlight the need to focus on the metabolic effects, as well as the energy costs, of activities involving sitting in relation to obesity risk. © 2017 Elsevier Ltd",doi,10.1016/j.appet.2017.08.018,Scopus,Appetite,"Siervo M., Gan J., Fewtrell M.S., Cortina-Borja M., Wells J.C.K.",2018,Article,NA,reviewer1,Ali
,Acute Effects Of Violent Video-Game Playing On Blood Pressure And Appetite Perception In Normal-Weight Young Men: A Randomized Controlled Trial,"Watching television and playing video game being seated represent sedentary behaviours and increase the risk of weight gain and hypertension. We investigated the acute effects of violent and non-violent video-game playing on blood pressure (BP), appetite perception and food preferences. Forty-eight young, normal-weight men (age: 23.1±1.9 years; body mass index: 22.5±1.9 kg/m 2) participated in a three-arm, randomized trial. Subjects played a violent video game, a competitive, non-violent video game or watched TV for 1 h. Measurements of BP, stress and appetite perception were recorded before a standardized meal (∼300 kcal) and then repeated every 15 min throughout the intervention. Violent video-game playing was associated with a significant increase in diastolic BP (Δ±s.d.=+7.5±5.8 mm Hg; P=0.04) compared with the other two groups. Subjects playing violent video games felt less full (P=0.02) and reported a tendency towards sweet food consumption. Video games involving violence appear to be associated with significant effects on BP and appetite perceptions compared with non-violent gaming or watching TV. © 2013 Macmillan Publishers Limited.",doi,10.1038/ejcn.2013.180,Scopus,European Journal of Clinical Nutrition,"Siervo M., Sabatini S., Fewtrell M.S., Wells J.C.K.",2013,Article,NA,reviewer1,Ali
,Acute Nonhypothermic Exposure To Cold Impedes Motor Skill Performance In Video Gaming Compared To Thermo-Neutral And Hot Conditions,"The study examined whether or not acute exposure to unfamiliar hot or cold conditions impairs performance of highly skilled coordinative activities and whether prior physical self-efficacy beliefs were associated with task completion. Nineteen volunteers completed both Guitar Hero® and Archery® activities as a test battery using the Nintendo Wii® console in cold (2°C), neutral (20°C), and hot (38°C) conditions. Participants all completed physical self-efficacy questionnaires following experimental familiarization. Performances of both Guitar Hero and Archery significantly decreased in the cold compared with the neutral condition. The cold trial was also perceived as the condition requiring both greater concentration and effort. There was no association between performance and physical self-efficacy. Performance of these coordinative tasks was compromised by acute (nonhypothermic) exposure to cold; the most likely explanation is that the cold condition presented a greater challenge to attentional processes as a form of environmental distraction. © Perceptual and Motor Skills 2011.",doi,10.2466/25.PMS.112.1.217-227,Scopus,Perceptual and Motor Skills,"Edwards A.M., Crowther R.G., Hugh Morton R., Polman R.C.",2011,Article,NA,reviewer1,Ali
,"Adolescent Neck And Shoulder Pain - The Association With Depression, Physical Activity, Screen-Based Activities, And Use Of Health Care Services","Purpose Neck and shoulder pain is frequent in adolescents, and multiple factors seem to affect the risk of such symptoms. We aimed to investigate the prevalence of neck and shoulder pain in Norwegian adolescence and to examine whether behavioral and emotional factors were associated with the risk of neck and shoulder pain. Finally we aimed to investigate whether neck and shoulder pain was related to the use of health services. Method Data from the population-based study ung@hordaland were used. Participants were asked how often during the last 6 months they had experienced neck and shoulder pain. The association between frequent neck and shoulder pain and physical activity, symptoms of depression, and screen-based activities was evaluated using logistic regression analyses stratified by gender. The relative risk of visiting health services when reporting neck and shoulder pain was calculated using multiple logistic regression analyses. Results Frequent neck and shoulder pain was reported by 20.0% (1,797 of the total 8,990) and more often by girls than boys (p <.001). A high score of depressive symptoms was the strongest risk factor for neck and shoulder pain in both boys and girls (odds ratio = 6.14 [95% confidence interval 4.48-8.42] and odds ratio = 3.10 [95% confidence interval 2.63-3.67], respectively). Frequent screen-based activities slightly increased the risk while physical activity was protective. Individuals reporting neck and shoulder pain more often visited their general practitioner (47.1% vs. 31.8%) and school health services (24.6% vs. 13.5%). Conclusion Frequent neck and shoulder pain was reported in 20% of Norwegian adolescents. Symptoms of depression and screen-based activities increased the risk of neck and shoulder pain while physical activity was protective. Individuals reporting neck and shoulder pain visited health services more frequently than others. © 2014 Society for Adolescent Health and Medicine. All rights reserved.",doi,10.1016/j.jadohealth.2014.02.016,Scopus,Journal of Adolescent Health,"Myrtveit S.M., Sivertsen Bø., Skogen J.C., Frostholm L., Stormark K.M., Hysing M.",2014,Article,NA,reviewer1,Ali
,Affect Of The Game Player: Short-Term Effects Of Highly And Mildly Aggressive Video Games.,"Two experiments were conducted to examine the effects of playing different types of video games on players' short-term affective states. In the first experiment, college student subjects played 11 different video games and rated them on a number of characteristics. From these ratings, two games were selected for use in Experiment 2. These games differed only in the level of aggression displayed. One was highly aggressive; the other was only mildly aggressive. In Experiment 2, each subject played one of the games or was assigned to a no-game control condition. Hostility, anxiety, and depression subsequently were assessed by the Multiple Affect Adjective Checklist. Hostility was increased in both game conditions, relative to the control group. The high-aggression game led to higher hostility than the mild-aggression game, but the difference was not significant. However, those who had played the high-aggression game were significantly more anxious than either those who played the mild-aggression game or those who played no game (control). As expected, the experimental manipulation of game playing did not yield a main effect on depressive affect. Finally, there was a marginally significant sex by game interaction effect on the depression scores.",doi,10.1177/0146167286124002,anderson2010,Personality and Social Psychology Bulletin,"Anderson, C. A., Ford, C.M.",1986,NA,NA,reviewer1,Ali
,Affection Arousal Based Highlight Extraction For Soccer Video,"Highlight extraction, as one of the key technologies in soccer video retrieval and summarization, has great academic and application value. According to the principle that the observer’s affection state would fluctuate with the evolution of game process when watching soccer match video, a novel highlight extraction approach based on the improved affection arousal model is proposed. Compared with the existing works, our main contributions include the following. A novel feature – shot intensity is exploited to replace the motion activity, which greatly improves the computational performance of affection arousal model. Another helpful feature – replay factor is designed and successfully fused into the affection arousal model. This makes the affection arousal model reflect the variation of the true match process more accurately. In addition, event temporal transition pattern (ETTP) in soccer video is utilized to detect highlights boundaries effectively combined with the affection arousal curve. Experiments conducted on real-world soccer game videos have demonstrated the efficiency and effectiveness of the proposed approach. © 2013, Springer Science+Business Media New York.",doi,10.1007/s11042-013-1619-1,Scopus,Multimedia Tools and Applications,"Wang Z., Yu J., He Y., Guan T.",2014,Article,NA,reviewer1,Ali
,Aggression In Children With Behavioural/Emotional Difficulties: Seeing Aggression On Television And Video Games,"Background: Mental health professionals are often asked to give advice about managing children's aggression. Good quality evidence on contributory environmental factors such as seeing aggression on television and in video games is relatively lacking, although societal and professional concerns are high. This study investigated possible associations between seeing aggression in such media and the aggressive behaviour of children attending specialist outpatient child and adolescent mental health services (CAMHS). Methods: In this mixed methods study, forty-seven British children aged 7-11 years with behavioural/emotional difficulties attending CAMHS and their carers participated in a survey twenty purposively-selected children and a parent/carer of theirs participated in a qualitative study, involving semi-structured interviews, analysed using the Framework Analysis Approach; findings were integrated. Results: Children attending CAMHS exhibit clinically significant aggression, of varying types and frequency. They see aggression in multiple real and virtual settings. Verbal aggression was often seen, frequently exhibited and strongly associated with poor peer relationships and low prosocial behaviour. Children did not think seeing aggression influences their own behaviour but believed it influences others. Carers regarded aggression as resulting from a combination of inner and environmental factors and seeing aggression in real-life as having more impact than television/video games. Conclusions: There is yet no definitive evidence for or against a direct relationship between aggression seen in the media and aggression in children with behavioural/emotional difficulties. Future research should take an ecological perspective, investigating individual, developmental and environmental factors. Carers, professional organisations and policy makers should address aggression seen in all relevant area of children's lives, primarily real-life and secondly virtual environments. © 2014 Mitrofan et al.",doi,10.1186/s12888-014-0287-7,Scopus,BMC Psychiatry,"Mitrofan O., Paul M., Weich S., Spencer N.",2014,Article,NA,reviewer1,Ali
,Aggressive Outcomes And Videogame Play: The Role Of Length Of Play And The Mechanisms At Work,"Recent meta-analytic findings (Sherry, 2007) suggest that the effect of violent video games on aggression tends to decrease the longer participants play. Therefore, it is likely that different mechanisms may be at work depending on the length of play. In this study, we employed a 4 (length of game play) × 2 (sex) design to examine the effect of length of video game play on aggressive outcomes. Findings suggest that length of play may be curvilinearly related to verbal and physical aggression, and that arousal may mediate this response. Implications for our current understanding of the relationship between video games and aggression are discussed, along with directions for further research. © Taylor & Francis Group, LLC.",doi,10.1080/15213260903052257,Scopus,Media Psychology,"Krcmar M., Lachlan K.",2009,Article,NA,reviewer1,Ali
