decision,title,abstract,identifier,id,source,journal,authors,year,type,level,position,name
,A Personal Approach: An Empirical Study Of The Process Of Studying My Son’s Problem With Computer Games,"This study explored the process of taking a personal approach to my son’s problems with computer games. As a psychology student, I should have been in a good position to explore the paradoxical emotions and this situation of conflict. Yet I was also aware that relating closely to the people we are studying has long been a taboo even in qualitative research. I nevertheless adopted a collaborative methodology in which I balanced a dual role of parent and researcher. Taking a personal approach, allowing intimate, reciprocal negotiation, I was not only able to put this taboo to the rare empirical test but also achieved an insight that would otherwise have not been available to me. By engaging in dialogue and encouraging the ability to object, a first-person plural (We), position was achieved in which an understanding of this situation developed and has transferred to our everyday lives. © The Author(s) 2015.",doi,10.1177/1609406915618048,Scopus,International Journal of Qualitative Methods,"Weir K., Costall A.",2015,Article,NA,reviewer1,Andreas
,"A Pilot Study Evaluating ""Dojo,"" A Videogame Intervention For Youths With Externalizing And Anxiety Problems","Objective: Externalizing problems, which are the main reason for youth referrals to mental health agencies, are highly persistent and predict a range of negative outcomes. Youths with externalizing problems are also frequently comorbid with anxiety. Among the most widely recognized evidence-based treatments is cognitive behavioral therapy (CBT). Although CBT principles seem to be sound, effect sizes remain moderate, suggesting improvements could be made to this conventional treatment approach. The main premise of the current pilot study is to investigate the feasibility of implementing a videogame intervention (""Dojo"" [Gamedesk, Los Angeles, CA]) that incorporates CBT principles and aims to address the limitations of conventional CBT delivery models, with the ultimate goal of improving outcomes for this difficult-to-treat population. Materials and Methods: ""Dojo"" is an emotion management game that helps youths to recognize and control their physiological and emotional arousal. We explored the implementation and user experience of ""Dojo"" in a sample of eight adolescents in residential treatment for both externalizing and anxiety problems. Results: Participants attended all sessions without complaints. They evaluated ""Dojo"" very positively and exhibited high compliance during the training sessions. We encountered some problems with session scheduling and obtaining mentor reports. Quantitative data show the predicted decrease in three out of four measurements. Conclusions: The smooth implementation, high user satisfaction, high self-reported compliance during training sessions, and initial outcome results all indicate the high potential ""Dojo"" holds as an innovative intervention. If additional rigorously designed randomized controlled trials prove to be successful, ""Dojo"" can be a cost-effective way to engage high-risk youths in effective intervention. © Copyright 2015, Mary Ann Liebert, Inc. 2015.",doi,10.1089/g4h.2014.0138,Scopus,Games for Health Journal,"Schuurmans A.A.T., Nijhof K.S., Vermaes I.P.R., Engels R.C.M.E., Granic I.",2015,Article,NA,reviewer1,Andreas
,A Pricing Mechanism For Resource Allocation In Wireless Multimedia Applications,"We consider the problem of multiuser resource allocation for wireless multimedia applications deployed by autonomous and noncollaborative wireless stations (WSTAs). Existing resource allocation solutions for WLANs are not network-aware and do not take into account the selfish behavior of individual WSTAs. Specifically, the selfish WSTAs can manipulate the network by untruthfully representing their private information (i.e., video characteristics, experienced channel conditions, and deployed streaming strategies). This often results in inefficient resource allocations. To overcome this obstacle, we present a pricing mechanism for message exchanges between the WSTAs and the Central Spectrum Moderator (CSM). The messages represent network-aware resource demands and corresponding prices. We prove that the message exchanges reach the Nash equilibrium and that the resulting equilibrium messages generate allocations which are efficient, budget balanced, and satisfy voluntary participation. The simulation results verify that these properties hold when the WSTAs behave strategically. Additionally, we evaluate the impact of initial prices and network congestion level on the convergence rate of message exchanges. © 2007 IEEE.",doi,10.1109/JSTSP.2007.901519,Scopus,IEEE Journal on Selected Topics in Signal Processing,"Fu F., Stoenescu T.M., van der Schaar M.",2007,Article,NA,reviewer1,Andreas
,A Randomized Controlled Trial Of Dance Exergaming For Exercise Training In Overweight And Obese Adolescent Girls,"Background: Structured exergaming with prescribed moderate intensity physical activity has reduced adiposity among adolescents. The extent to which adolescents reduce adiposity when allowed to self-select intensity level is not known. Objective: The objective of the study was to examine the influence of exergaming on adolescent girls' body composition and cardiovascular risk factors. Methods: This randomized controlled trial assigned 41 overweight and obese girls aged 14 to 18 years to group-based dance exergaming (36 h over 3 months) or to a self-directed care control condition. Body size and composition were measured by anthropometry, dual-energy X-ray absorptiometry [%fat and bone mineral density {BMD}] and magnetic resonance imaging. Cardiovascular risk factors included blood pressure, cholesterol, triglycerides, glucose and insulin. Results: Attrition was 5%. Using analysis of covariance controlling for baseline value, age and race, there were no significant condition differences. Per protocol (attended >75%), the intervention group significantly decreased abdominal subcutaneous adiposity and increased trunk and spine BMD (ps < 0.05). Per protocol (>2600 steps/session), the intervention group significantly decreased leg %fat and decreased abdominal subcutaneous and total adiposity (ps < 0.05). Conclusion: Exergaming reduced body fat and increased BMD among those adolescent girls who adhered. Further research is required before exergaming is recommended in clinical settings. © 2016 World Obesity Federation",doi,10.1111/ijpo.12117,Scopus,Pediatric Obesity,"Staiano A.E., Marker A.M., Beyl R.A., Hsia D.S., Katzmarzyk P.T., Newton R.L.",2017,Article,NA,reviewer1,Andreas
,A Robot-Based Tool For Physical And Cognitive Rehabilitation Of Elderly People Using Biofeedback,"This publication presents a complete description of a technological solution system for the physical and cognitive rehabilitation of elderly people through a biofeedback system, which is combined with a Lego robot. The technology used was the iOS’s (iPhone Operating System) Objective-C programming language and its XCode programming environment; and SQLite in order to create the database. The biofeedback system is implemented by the use of two biosensors which are, in fact, a Microsoft band 2 in order to register the user’s heart rate and a MYO sensor to detect the user’s arm movement. Finally, the system was tested with seven elderly people from La Santa y Real Casa de la Misericordia nursing home in Bilbao. The statistical assessment has shown that the users are satisfied with the usability of the system, with a mean score of 79.29 on the System Usability Scale (SUS) questionnaire. © 2016 by the authors; licensee MDPI, Basel, Switzerland.",doi,10.3390/ijerph13121176,Scopus,International Journal of Environmental Research and Public Health,"Lopez-Samaniego L., Garcia-Zapirain B.",2016,Article,NA,reviewer1,Andreas
,A Twin Study Of Cardiac Reactivity And Its Relationship To Parental Blood Pressure,"The cardiac reactivity of 40 monozygotic and 40 dizygotic pairs of young male twins was monitored during psychological challenge, as afforded by a video game. The observed pattern of variation could not be accounted for solely by environmental factors. In fact, a simple genetic model that implicated additive genetic effects, along with those stemming from individual environments, best fitted the data. In addition, cardiac reactions were substantially greater for subjects whose parents both had relatively elevated blood pressure. Overall, these data suggest individual differences in cardiac reactivity have a heritable component, and that high reactivity may be a precursor of elevated blood pressure. © 1985.",doi,10.1016/0031-9384(85)90085-X,Scopus,Physiology and Behavior,"Carroll D., Hewitt J.K., Last K.A., Turner J.R., Sims J.",1985,Article,NA,reviewer1,Andreas
,Acceptability Of Video Games Technology For Medical Emergency Training,"Using the technology acceptance model (TAM), this study aimed to investigate the acceptability of video game technologies (serious games) for medical emergency procedure and decision making training. Using the Triage Trainer, a prototype serious game for the triage sieve process, differences between gamers and non-gamers, males and females, and the effects of ratings of computer self efficacy (i.e. computer skill and gaming skill) and attitudes towards computers (i.e. enthusiasm and anxiety) on the acceptance model were also investigated. The results show significant correlations for computer self-efficacy and attitude variables with the perceived ease of use (PEOU), perceived usefulness (PU) and attitudes towards use (ATU) of the game. Multiple regression showed that 52% of the variance in ATU was explained by the PU and PEOU. However, none of the secondary variables (self efficacy or emotions) had a significant effect on the ATU, PU and PEOU over and above each other. Copyright © 2013, IGI Global.",doi,10.4018/ijgcms.2013100105,Scopus,International Journal of Gaming and Computer-Mediated Simulations,Knight J.F.,2013,Article,NA,reviewer1,Andreas
,Active Video Game Play In African American Children: The Effect Of Gender And Bmi On Exertion And Enjoyment,"Applying the uses and gratifications theory (U&G), this study tested the influence of gender, body mass index type and past exercise experience on African American children's Wii game-playing experience and heart rate. A field experiment was conducted with a convenience sample of 51 African American children. Overall, the findings supported the proposition of using Wii games as alternative means of physical activity in African American children and suggested choosing games based on children's background information to maximize the effectiveness. © 2017 Taylor & Francis Group, LLC.",doi,10.1080/10646175.2016.1270860,Scopus,Howard Journal of Communications,"Zhang X., Bie B., McLemore D., Conlin L., Bissell K., Parrott S., Lowrey P.",2017,Article,NA,reviewer1,Andreas
,Active Video Games To Promote Physical Activity In Children And Youth: A Systematic Review.,"To systematically review levels of metabolic expenditure and changes in activity patterns associated with active video game (AVG) play in children and to provide directions for future research efforts. A review of the English-language literature (January 1, 1998, to January 1, 2010) via ISI Web of Knowledge, PubMed, and Scholars Portal using the following keywords: video game, exergame, physical activity, fitness, exercise, energy metabolism, energy expenditure, heart rate, disability, injury, musculoskeletal, enjoyment, adherence, and motivation. Only studies involving youth (< or = 21 years) and reporting measures of energy expenditure, activity patterns, physiological risks and benefits, and enjoyment and motivation associated with mainstream AVGs were included. Eighteen studies met the inclusion criteria. Articles were reviewed and data were extracted and synthesized by 2 independent reviewers. MAIN OUTCOME EXPOSURES: Energy expenditure during AVG play compared with rest (12 studies) and activity associated with AVG exposure (6 studies). Percentage increase in energy expenditure and heart rate (from rest). Activity levels during AVG play were highly variable, with mean (SD) percentage increases of 222% (100%) in energy expenditure and 64% (20%) in heart rate. Energy expenditure was significantly lower for games played primarily through upper body movements compared with those that engaged the lower body (difference, -148%; 95% confidence interval, -231% to -66%; P = .001). The AVGs enable light to moderate physical activity. Limited evidence is available to draw conclusions on the long-term efficacy of AVGs for physical activity promotion.",doi,10.1001/archpediatrics.2010.104,pubmed,Archives of pediatrics &amp; adolescent medicine,"Biddiss, Elaine; Irwin, Jennifer",2010,NA,NA,reviewer1,Andreas
,Activity Profile And Physiological Demands Of Top-Class Soccer Assistant Refereeing In Relation To Training Status,"To determine the movement patterns and physiological demands of top-class soccer assistant referees, we performed computerized time-motion analysis and measured heart rate and blood lactate concentration in 15 assistant referees during 22 competitive matches in the top Danish league. To relate match performance to the physical capability of the assistant referees, they performed a 3 × 30 m sprint protocol before and after matches and a laboratory treadmill test within 3 weeks of the games. The mean total distance covered by the top-class assistant referees was 7.28 (range 5.78-8.16) km, of which 1.15 (0.86-1.44) km was high-intensity running and 1.16 (0.12-2.34) km was sideways running. The amount of high-intensity running during a game was correlated with performance of repeated sprints (r = 0.80, P &lt; 0.05). Mean heart rate was 137 (117-159) beats.min-1, corresponding to 73% (60-88%) of maximal heart rate and 65% (53-80%) of maximal oxygen uptake. Blood lactate concentration was 4.7 (1.6-11.0) and 4.8 (1.1-13.7) mmol.l-1 after the first and second half, respectively. Sprinting performance was poorer (P &lt; 0.05) after than before the games. The peak distance to the offside line was greater (P &lt; 0.05) in the second than the first half (7 ± 1 vs 5 ± 0 m). Our results show that: (1) top-class assistant soccer refereeing is characterized by brief intense bouts of forward and sideways running interspersed with long periods of low activity; (2) top-class soccer assistant referees have moderate aerobic energy production during games with episodes of high aerobic and anaerobic energy turnover; (3) assistant referees' performance of repeated sprints correlates with the amount of high-intensity running performed in a game; and (4) sprint performance decreases towards the end of a game, which appears to affect assistant referees' ability to keep up with play.",doi,10.1080/026404102320761778,Scopus,Journal of Sports Sciences,"Krustrup P., Mohr M., Bangsbo J.",2002,Article,NA,reviewer1,Andreas
,Adaptation In Affective Video Games: A Literature Review,"Playing computer games is a predominantly emotional than rational process. Video games with affect-based adaptation measure player's behavior signals and recognize player's emotional states in order to adapt specific game features in a dynamic manner and to improve player's engagement, immersion, excitement, and challenge. The present review deals with models for the presentation of emotions, techniques for measuring behavioral signals, emotion recognition and adaptation mechanisms applied in video games with affective feedback including methods for their assessment and validation. Studies using self-reports, observational methods and psychophysiological measurements of both autonomic and central nervous systems including processing and interpretation of signals are systematically reviewed with regard to their results concerning emotional adaptation in games. Next, the article provides a comparative analysis of affect-based adaptation methods and techniques applied in 14 adaptive video games developed in last ten years. Based on this comparison, we summarized future directions in research, design and evaluation of video games with affective adaption.",doi,10.1515/cait-2016-0032,Scopus,Cybernetics and Information Technologies,Bontchev B.,2016,Article,NA,reviewer1,Andreas
,Affective Conversational Agents: The Role Of Personality And Emotion In Spoken Interactions,"In this chapter, we revisit the main theories of human emotion and personality and their implications for the development of affective conversational agents. We focus on the role that emotion plays for adapting the agents' behaviour and how this emotional responsivity can be conveniently modified by rendering a consistent artificial personality. The multiple applications of affective CAs are addressed by describing recent experiences in domains such as pedagogy, computer games, and computer-mediated therapy. © 2011, IGI Global.",doi,10.4018/978-1-60960-617-6.ch009,Scopus,Conversational Agents and Natural Language Interaction: Techniques and Effective Practices,"Callejas Z., López-Cózar R., Ábalos N., Griol D.",2011,Book Chapter,NA,reviewer1,Andreas
,Affective Level Design For A Role-Playing Videogame Evaluated By A Brain–Computer Interface And Machine Learning Methods,"Game science has become a research field, which attracts industry attention due to a worldwide rich sell-market. To understand the player experience, concepts like flow or boredom mental states require formalization and empirical investigation, taking advantage of the objective data that psychophysiological methods like electroencephalography (EEG) can provide. This work studies the affective ludology and shows two different game levels for Neverwinter Nights 2 developed with the aim to manipulate emotions; two sets of affective design guidelines are presented, with a rigorous formalization that considers the characteristics of role-playing genre and its specific gameplay. An empirical investigation with a brain–computer interface headset has been conducted: by extracting numerical data features, machine learning techniques classify the different activities of the gaming sessions (task and events) to verify if their design differentiation coincides with the affective one. The observed results, also supported by subjective questionnaires data, confirm the goodness of the proposed guidelines, suggesting that this evaluation methodology could be extended to other evaluation tasks. © 2016, Springer-Verlag Berlin Heidelberg.",doi,10.1007/s00371-016-1320-2,Scopus,Visual Computer,"Balducci F., Grana C., Cucchiara R.",2017,Article,NA,reviewer1,Andreas
,Aggressive Political Opinions And Exposure To Violent Media.,"This study examines the relationship between young people's exposure to media violence and their aggressive political opinions (APO), which were defined as support for positions that involve forceful resolution to social or political issues. Students from 2 U.S. universities completed surveys assessing their APO, exposure to violent media, authoritarianism, trait aggressiveness, political leaning, personal experience with crime, and demographics. Results revealed that violent television exposure significantly predicted several forms of APO above and beyond the control variables. Playing violent video games, however, predicted only a few aggressive political opinions. The results of this study support the reliability and validity of the APO measure, shed light on the relationship between exposure to violent media content and political opinions, and suggest some important differences between television and video game content in the effects process.",doi,10.1207/s15327825mcs0904_2,anderson2010,Mass Communication and Society,"Eyal, K., Metzger, M. J., Lingsweiler, R. W., Mahood, C., Yao, M. Z.",2006,NA,NA,reviewer1,Andreas
,Alternative Options For Prescribing Physical Activity Among Obese Children And Adolescents: Brisk Walking Supported By An Exergaming Platform [Opciones Alternativas Para Prescribir Actividad Física Entre Niños Y Adolescentes Obesos: Marcha Rápida Con El Apoyo De Videojuegos Activos],"Background: Physical inactivity has been identified as an important public health concern for children. An increasing sedentary way of life is directly related to obesity; hence, prevention and management of childhood obesity are commonly based on lifestyle interventions wherein increasing physical activity is one of the main targets. The use of exergames can be useful in promoting physical activity, but it is necessary more research. This study analyzes the effects of an exergaming platform that involves brisk walking, on perceived exertion, self-efficacy, positive expectations and satisfaction in a sample of clinically obese children, as compared with normal weight children. Physiological variables like heart rate, oxygen consumption and energy expenditure were also measured. Method: A total sample of 42 children was recruited. Children were randomized into those walking on a treadmill and those using a treadmill with the support of the exergaming platform (Wii-Fit). Results: The obese children scored significantly higher in expectations and satisfaction in the exergame condition but not in self-efficacy, perceived exertion or physiological measures. Conclusions: These results suggest that this exergaming platform could be a tool to assist obese children in the practice of brisk walking as part of a programme designed to treat obesity. © 2015, Grupo Aula Medica S.A. All rights reserved.",doi,10.3305/nh.2015.31.2.7929,Scopus,Nutricion Hospitalaria,"Cebolla I Martí A., Álvarez-Pitti J.C., Provinciale J.G., Lisón J.F., Rivera R.B.",2015,Article,NA,reviewer1,Andreas
,An Analysis Of Physiological Signals As A Measure Of Task Engagement In A Multi-Limb-Coordination Motor-Learning Task.,"There is widespread agreement in the physical rehabilitation community that task engagement is essential to effective neuromuscular recovery. Despite this, there are no clear measures of such task engagement. This paper assesses the extent to which certain physiological measurements might provide a measure of task engagement. In previous studies, correlations between mental focus and certain physiological measurements have been observed in subjects performing tasks requiring mental effort. In this study, the authors analyzed whether these signals showed similar correlation when subjects performed a multi-limb-coordination motor-learning task. Subjects played a video game which required the use of both arms and one leg to play a simplified electronic drum set with varying difficulty. Heart rate (HR), skin conductance level (SCL), and facial electromyogram (EMG) were recorded while the subjects played. Analysis of the recordings showed statistically significant correlations relating task difficulty to SCL, HR and EMG amplitude in corrugator supercilii. No statistically significant correlation was observed between task difficulty and EMG in frontalis.",doi,10.1109/EMBC.2015.7318803,pubmed,Conference proceedings : ... Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual Conference,"Murray, Spencer A; Goldfarb, Michael",2016,NA,NA,reviewer1,Andreas
