source,pq_id,title,abstract,year,author,type,level
proquest_dt,1027773421,Data-Driven Interaction Methods for Socially Assistive Robotics: Validation With Children With Autism Spectrum Disorders,"There exists a great untapped potential for the use of intelligent robots as therapeutic social partners for children. However, enabling a robot to understand social behavior, and do so while interacting with the child, is a challenging problem. Children are highly individual and thus technology used for social interaction requires recognition of a wide-range of social behavior. This argues for data-driven methods that capture the relevant range of interactions. This work addresses the challenge of designing data-driven behaviors for socially assistive robots in order to enable them to recognize and appropriately respond to a child's free-form behavior in unstructured play contexts. The focus on free-form behavior is inspired by and grounded in the DIR/Floortime approach to therapeutic intervention with children with autism spectrum disorders (ASD). This approach emphasizes fostering engagement through play, recognizing social behavior and using ""engagements"" to bolster social interactions.    This research presents a data-driven methodology and a validated experimental framework for enabling fully autonomous robots to interact with both typically developing children and children with ASD in undirected scenarios using socially appropriate behavior, especially where spatial interaction is concerned. Autonomous robot operation as a critical aspect of the methodology; save for safety interventions by a human operator, the robot acts of its own accord. The robot and child engage in free-form interaction, in part though distance-oriented behaviors; the robot must be able to recognize the child's behaviors and respond to them appropriately. This dissertation presents the following computational contributions with therapeutic potential:    • Detection and mitigation of a child's distress: This work presents methodology for learning and then applying a data-driven spatio-temporal model of social behavior based on distance-based features to automatically differentiate between typical vs. aversive child-robot interactions. Using a Gaussian Mixture Model learned over distance-based feature data, the developed system is able to detect and interpret social behavior with sufficient accuracy to recognize child distress. The robot uses this model to change its own behavior so as to encourage positive social interaction.    • Encouragement of human-human and human-robot interaction: This work demonstrates a global and local motion planner that uses the above spatio-temporal model as part of the determination of a motion trajectory that maintains the robot's spatial relationship with the child and sustains interaction while also encouraging the child to move toward another proximal interaction partner. The desired spatial interaction behavior is achieved by modifying an established trajectory planner to weight candidate trajectories based on conformity to a trained model of the desired behavior.    • Data-Driven Approach For Providing Graded Cueing Feedback: A methodology for robot behavior that provides autonomous feedback for a robot-child imitation and turn-taking game. This is accomplished by incorporating an established therapeutic model of feedback along with a trained model of imitation behavior. This is used as part of an autonomous system that can play a turn-taking game, recognize breeches in imitation behavior, and interpret a breech in order to provide appropriate feedback. The approach is validated in a spatial imitation game, used to gauge the presence of imitation behavior.    The three main contributions above: averse behavior detection, model-based trajectory planning, and data-driven feedback, have been instantiated and validated in several SAR systems using autonomous person sensing, behavior interpretation, and action selection, for the purposes of detecting, provoking, and encouraging both human-human and human-robot social interaction. The validated systems were tested in experiments that evaluated the system design, the accuracy of the robot's ability to interpret observed behavior, the appropriateness of the robot's responses, and the quality of the child-robot and child-parent social behavior interaction. The evaluation experiments were conducted with both children with ASD and typically developing children. The systems were also used to explore the therapeutic potential of socially assistive robots facilitated by the developed models, architecture, and experiment framework.",2012,"Feil-Seifer, David J.",THES,Ph.D.
proquest_dt,847028622,The interplay between networks and robotics: Networked robots and robotic routers,"In this work, we explore the interplay between robotics and networks. Robots can benefit from an embedded network and also the network can benefit from the mobility of the robots.   We investigate the design space where the application is oriented towards robotics or networking, considering how much information about the environment is provided and what the sensing capabilities are.   At one end, the robots can benefit from the resources of an environment-embedded network, in which robot sensing and communication is enhanced by the network. We consider the design and implementation of practical pursuit-evasion games with networked robots, where a communication network provides sensing-at-a-distance as well as a communication backbone that enables tighter coordination between pursuers. Using the theory of zero-sum games, we develop an algorithm that computes the minimal completion time strategy for multi-pursuit multi-evasion when all players make optimal decisions based on complete knowledge. We then describe the design of a real-world mobile robot-based pursuit evasion game. We validate our algorithms by experiments in a moderate-scale testbed in a challenging office environment.   We then show that the network can also benefit from Robotics by taking advance of micro and macro motion. Robots can mitigate multi-path fading. We design a system that allows robots to cooperate and improve the real-world network throughput via a distributed cooperation framework. A mobile wireless network can also be quickly and autonomously deployed in urban search and rescue efforts, forming a communication substrate. We study the problem of determining the minimum number of mobile robots and how to position them so all clients are connected. Our approach to the problem is based on virtual potential fields where we treat each client as a virtual charged particle. We validate our algorithm with physical robots in an indoor environment and demonstrate that we are able to get feasible solutions.",2010,"Vieira, Marcos Augusto Menezes",THES,Ph.D.
proquest_dt,305176640,Autonomic trust management in dynamic systems,"Research in pervasive computing is aimed at creating environments where users can seamlessly benefit from ubiquitous computing resources despite the complexity of the environment. Providing security in such systems is a difficult task since traditional security mechanisms often require significant user attention and do not scale well to large, mobile, and open environments. To combat this problem, distributed trust has been proposed to provide security in pervasive systems. While much research has been performed in the area, many vulnerabilities and insufficiencies still exist, especially in mobile ad-hoc systems that cannot support distributed trust mechanisms requiring pre-existing infrastructure and cooperation. Dynamic pervasive systems operate in highly dynamic environments that introduce additional challenges such as intermittent connectivity and lack of infrastructure.   This dissertation addresses several problems pertinent to the design and deployment of distributed trust mechanisms in dynamic pervasive systems. In particular, this dissertation presents the design and evaluation of the following framework and mechanisms to enhance security in dynamic systems. The Distributed Trust Toolkit (DTT) is a modular framework for the design and deployment of distributed trust mechanisms over a wide variety of systems, networks, and devices. Adaptive Resource Exploration (AREX) and Reliable Service Composition (ReSCo) are built for two specific classes of applications that occur frequently in dynamic systems. AREX uses a game theoretic approach to motivate strategic, malicious entities to attack less often. ReSCo is designed for dynamic service composition systems and works by adapting to make selections of compositions paths and nodes. Social Trust (SoTru) is a system for augmenting trust mechanisms such as AREX and ReSCo with information from users' social networks to reduce risk and enhance their performance. A unique feature of the above contributions is that each can be used independently or in combination to address challenges in secure dynamic systems. DTT facilitates the integration of AREX, ReSCo and SoTru into existing dynamic systems. AREX and ReSCo provide scalable, low cost security mechanisms that provide protection despite hostile, open, and mobile environments. When used together, with the addition of SoTru, the ideas presented in this dissertation can be used to enhance the effectiveness and seamlessness of security in dynamic systems.",2009,"Lagesse, Brent Jason",THES,Ph.D.
proquest_dt,305084774,Economic incentive mechanisms for user-contributed wireless networks,"User-contributed wireless networks are formed by wireless devices that are owned by different users. They have been widely used to achieve better connectivity at places where an infrastructure is not immediately available or cannot be directly used. The functioning of the user-contributed wireless network depends on the cooperation of the nodes in the network. In civilian wireless networks, nodes often belong to different users who have their own interests and always want to maximize their benefits. Consequently, the user nodes may not want to behave cooperatively, if it does not suit their needs and interests. Like many distributed autonomous systems, user-contributed wireless networks have the common incentive problems such as the free-rider problem, where only a small portion of user nodes contribute their resources, and the adverse selection problem, where user nodes do not reveal their states truthfully. So, to ensure the functioning of user-contributed wireless networks, it is highly important to provide incentives for nodes to cooperate. Game theory is a nature tool to deal with the problem of selfish behavior. In our work, we adopt solution concepts from game theory to study important incentive problems in user-contributed wireless networks. We mainly focus on two categories of incentive problems: routing problems and spectrum sharing problems. For routing, we have done four works. First, we considered the traditional deterministic routing in user-contributed wireless ad hoc networks, and proposed a mechanism to prevent the user nodes from colluding. Second, we studied the incentive issues for opportunistic routing in user-contributed wireless mesh networks, and proposed mechanisms to stimulate nodes to truthfully reveal their link states, so that the most efficient routing decision can be reached. Third, we proposed the first bargaining-based incentive mechanism for probabilistic routing that stimulates selfish nodes to participate in message forwarding. Fourth, we proposed a strategy-proof mechanism to efficiently distribute data flows among node-disjoint paths obtained by multipath routing protocols. For spectrum sharing, we studied multi-radio multi-channel assignment problem in a single collision domain, and proposed an incentive mechanism to ensure the system converge to equilibrium, named strongly dominant strategy equilibrium. At the same time, this equilibrium state achieves optimal system throughput.",2009,"Wu, Fan",THES,Ph.D.
proquest_dt,305016982,Incentive-centered design for scheduling in parallel and distributed systems,"Distributed systems comprise components that are owned and operated by autonomous organizations. These organizations are rational (self-interested and welfare-maximizing) and they have no a prior motivation for cooperation. Rationality leads them to manipulate the systems if it benefits them to do so. Organizations respond to incentives. To prevent manipulations, incentives must be explicitly aligned with the system's objectives. Incentive-centered design (ICD), which integrates the motivational human behavior aspect of social sciences with the computational tractability aspect of computer science, specifically addresses these concerns and provides methods to mitigate them.   We examine the incentives present in several distributed system resource allocation problems. We model these problems as games and then used ICD to devise protocols that obtained their desired objectives in a self-interested, competitive setting. The first problems we examine are designing incentive-compatible mechanisms for scheduling divisible loads in distributed systems. Divisible loads is a form of data parallelism in which large data sets are partitioned into fractions. All fractions require an identical type of processing. Scheduling requires knowledge of the processors. Since the processors are rational, they may choose to misreport their capacities, which adversely affects the quality of scheduling. We design several mechanisms that obtain optimal schedules in this setting. Each mechanism is specific to a network architecture as the architecture affects partitioning and the optimality conditions. We examine three architectures: bus, linear, and tree networks. For the bus network, we design three classical centralized mechanisms. The centralized mechanisms are not feasible for the tree and linear networks as the processors cannot communicate directly with the mechanism center, a limitation of these architectures. Instead, we design distributed mechanisms in which the information and algorithms are distributed throughout the network. These mechanisms introduce new avenues for manipulation and we address this by creating incentives for processors to monitor one another. We then examine divisible load scheduling using coalitional games. An application owner receives a payoff when her job is finished. The amount she receives though decreases with time and furthermore, the payoff must be shared with the processors computing her job. She forms a coalition with a set of processors to maximize her profit, which is the difference between payoff and costs. We model this problem as a coalitional game and we show that stable coalitions between application users and processors occur.   We next examine parallel job scheduling in parallel systems comprising identical processors. A parallel job differs from a sequential job or task in that it can execute on two or more processors. We consider two different types of parallel job scheduling. The first type we examine is the batch scheduling of rigid jobs. Batch scheduling requires that all jobs are present at the start of scheduling. A parallel job is rigid if it requires a fixed number of processors. If fewer processors are assigned, the job fails. If more processors are assigned, the job does not speedup. Associated with each job is a deadline and payoff. The job's owner receives the payoff if her job completes by its deadline; otherwise, her payoff is zero. The scheduling objective then is to maximize the sum of payoffs. The users are rational: they will misreport their jobs' parameters if it benefits them to do so. We design an incentive-compatible scheduling mechanism aimed specifically for this problem. Because the mechanism is incentive compatible, rational users choose to truthfully declare their parameters to the scheduler. The second type of parallel job scheduling we consider is the online scheduling of malleable jobs. Online scheduling differs from the batch scheduling in that the scheduler cannot foresee jobs arriving in advance. The scheduling objective must be optimized with the lack of information. Unlike rigid jobs, a malleable jobs can be adapted to execute on any number of processors. Each job is associated with an arrival time (release time), deadline, and payoff. Similar to the rigid job problem, if the job completes by its deadline the self-interested user receives the payoff, otherwise, she receives zero. Besides the online aspect, this problem differs from the rigid one in that the scheduler must choose the number of processors to assign to the job. For this problem we design an online, incentive-compatible mechanism. If a job is scheduled to execute, the mechanism assigns it the number of processors that minimizes its execution time.",2009,"Carroll, Thomas E.",THES,Ph.D.
proquest_dt,304966110,Decentralized network design,"Most overlay networks are designed by a centralized algorithm, which takes the participating nodes and returns a set of edges connecting the nodes. We study the possible results of decentralizing overlay network design. What would happen if the individual nodes in the network were asked to choose their own connections? We use techniques from game theory to consider issues such as the stability and fairness of the resulting networks. We define and study several games, all with relevant applications.   First, we study variants of the Bounded Budget Connection (BBC) game, in which each node has some budget to spend on outgoing links and wants to minimize its distance to other nodes in the network. The BBC game has applications in social networks as well as peer-to-peer and overlay networks. We show that this game does not always guarantee a stable network. However, if we allow nodes to fractionally purchase links, as in the fractional BBC game, then a stable solution always exists, although it may be hard to find. We give existence and hardness results for fractional BBC games, as well as for two other fractional games: the fractional Shortest Paths Problem (SPP) game, which is motivated by the routing behavior of Autonomous Systems on the internet using the Border Gateway Protocol, and the preference game, a very simple fractional game which is a specialization of both fractional BBC and fractional SPP games. We study a new equilibrium solution concept for matrix games, called personalized equilibria, which generalizes all of these fractional games as well as modeling scenarios where players can choose how to combine other players' actions to suit their individual interests. Finally, we study the interaction between a centralized algorithm placing resources in the network and nodes choosing their own edges or routes – a variant of multicommodity facility location in which clients pay the cost of a minimum group Steiner tree connecting them to commodities of interest.",2009,"Ma, Laura Jane Poplawski",THES,Ph.D.
proquest_dt,304918628,Motivation and discourse in a literate environment: A case study of a Young Adult library,"This case study of the Young Adult section of a public library employed the Self-Determination Theory and discourse analysis to determine the elements of the social context that contribute to adolescents’ motivation to read and write, and how the needs for autonomy, competence, and relatedness are met as expressed through three adolescents’ literate identities. The two key elements for motivation were found—access to preferred genre and social interaction--while the adolescents demonstrated different needs satisfaction independently and in relationship to the Young Adult section and school contexts. Adolescents’ use of online text was dominated by three types of text—social networking, gaming, and other sites. Teens were found to use the text in their live discourse in five ways: reference, authority, experience, expression, and instrument. This discourse at the computers built friendships and explored sexual identities. The author questions whether incorporation of out-of-school literacies is possible on a broad scale if they are to maintain their attached discourses and meet the teens’ expectations to be prepared for the workplace.",2009,"Berg, Margaret A.",THES,Ph.D.
proquest_dt,304864473,Modeling behavior and variation for crowd animation,"The simulation of crowds of virtual characters is needed for applications such as films, games, and virtual reality environments. These simulations are difficult due to the large number of characters to be simulated and the requirement for synthesizing realistic human-like motion efficiently. This thesis focuses on two problems: how to search through and select motion clips of behaviors so that human-like motion can be generated for multiple characters interactively, and how to model and synthesize variation in motion data.    Given a collection of blendable segmented motion clips derived from motion capture or keyframed animation, this thesis explores novel ways to apply heuristic search algorithms to generate goal-driven navigation motion for virtual humanlike characters. Motion clips are organized and interconnected through a behavior graph that encodes the possible actions of a character. A planning approach is used to search over these possible actions to efficiently generate motion. This technique works well for synthesizing animations of multiple characters navigating autonomously in large dynamic environments.    In addition, this thesis introduces a novel planning approach based on precomputation that is more efficient than traditional forward search methods. We present a technique for precomputing large and diverse trees, and describe a backward search method used during runtime to solve planning queries. This new approach allows us to develop an interactive animation system that supports a large number of characters simultaneously.    Finally, this thesis addresses the issue of motion variation. Current state-of-the-art crowd simulations often use a few specific motion clips or repeated cycles of a particular motion to continuously animate multiple characters. The idea of synthesizing the subtle variations in motion data has been largely unexplored, as previous work considers variation to be an additive noise component. This thesis instead uses a data-driven approach and applies learning techniques to this problem. Given a small number of input motions, we model the data with a Dynamic Bayesian Network, and synthesize new spatial and temporal variants that are statistically similar to the inputs.",2009,"Lau, Manfred Chung Man",THES,Ph.D.
proquest_dt,33910975,Service assurance in insecure networks with Byzantine adversaries .,"This dissertation describes research into security threats in new communication environments and methods to counter them. More specifically, we consider networks where some nodes perform an important application function such as routing, filtering, aggregation, etc and may become compromised while doing so. We consider three types of networks: Internet-scale publish/scribe networks, aggregating sensor networks, and peer-to-peer massively multiplayer online games (MMOG) and virtual environments. These environments are complementary to each other in many respects. A publish/scribe network is responsible for disseminating data objects produced by one set of nodes (publishers) to another set of nodes (subscribers). Subscribers want to receive those and only those objects that satisfy their interests. A large-scale publish/scribe network using many network providers, each under its own administrative control, presents numerous opportunities for mischief. In many cases the network providers will not trust one another and will not be fully trusted by the end users. A malicious network provider may insert, delete, modify, reorder, misdirect, or delay messages, and remain undetected. The first topic of our research is how to assure service integrity in such networks if some of the intermediate nodes may attack the system in an arbitrary fashion. We solve the problem by creating filtering agents corresponding to user subscriptions, and mapping these agents to either hosts from trusted providers or to clusters of hosts taken from multiple non-trusted providers. As a whole, each cluster can be trusted since only a relatively small number of providers are assumed to be malicious. A sensor network is a network connecting hundreds or thousands of sensors, tiny battery-powered computers equipped with units measuring some physical phenomena (e.g light intensity, temperature, humidity, ambient chemical composition, etc.) and wireless radio transceivers. We study aggregating sensor networks that do not fully propagate raw measurements to their users but rather perform in-network aggregation with the intent of lowering the total amount of transmitted data thus preserving bandwidth and energy. As sensor networks are frequently placed in hostile environments (for instance, in military applications) it is important to devise mechanisms guaranteeing integrity of their service under attack, and their survivability. In this dissertation we discuss CoDeX, a collect-detect-exclude framework for secure aggregation in sensor networks. Our approach to solving the problem is based on the fact that many physical phenomena exhibit strong spatial correlation. Sensor nodes can take advantage of the broadcast nature of radio transmissions, receive measurements from their neighbors, and compare them with their own results. If the values significantly differ, the fact can be reported to the user (the 'collect' phase). If a node is a subject of many such reports, it is, probably, compromised (the 'detect' phase) and should be removed from the network (the 'exclude' phase). We complement this approach with the use of randomized delivery (aggregation) trees, cryptography, and repeated aggregation of the same data in different configurations. Peer-to-peer massively multiplayer online games and virtual environments pose challenges similar to those in the other two types of networks: all three lack centralized control and run autonomously. Like pub-sub networks, P2P-based MMOGs may span the Internet and contain thousands and, potentially, hunderds of thousands of nodes. Like sensor networks, these systems almost completely rely on end nodes for providing infrastructure services. Unfortunately, most games do not provide sufficient safeguards against cheating and fraud perpetrated by the players. We developed FRAPPE, an architecture that significantly reduces this vulnerability by forming trusted 'supernodes' out of non-trusted peer machines, employing authentication, confidentiality and pseudonymity services, using secret sharing and other secure multiparty computation techniques, and constructing anonymizing tunnels to hide identities of communicating parties. We also introduce a useful primitive, called local broadcast with verification (LBV), used to solicit services of peers in a particular neighborhood and subsequently verify that the peers properly executed the protocol. Using a combination of analysis and experimental results we demonstrate that all three approaches provide strong service assurance guarantees for their respective types of networks.",2008,"Rabinovich, Paul",THES,NA
proquest_dt,33769718,MAC aware routing protocols in wireless ad hoc networks.,"This thesis studies efficient load-aware and multi-path routing for wireless ad hoc networks. Due to the lack of fixed infrastructure and centralized management, ad hoc networks need to be autonomous operating and self-organizing. These operations mainly rely on highly distributed and dynamic routing protocols. However, developing ad hoc routing protocols is challenging for reasons such as dynamic topologies, resource constraints and the broadcasting nature of wireless medium and directional transceiver. We present routing protocols for ad hoc networks that use Medium Access Control (MAC) information as indicators for making routing decisions. Traffic load information of ad hoc networks is investigated and a delay-based load metric that includes MAC channel contention information is used in the load aware routing. Ad hoc networks with directional antenna are also investigated from the perspective of routing scheme. A routing protocol based on transmit direction instead of next-hop is proposed to take advantage of the directional feature. This thesis also presents a game theoretic approach to the routing of multiple real-time multimedia streams through multiple shared links with different link quality metrics.",2008,"Li, Yang",THES,NA
proquest_dt,33473591,Rain in vision and graphics.,"Rain produces sharp intensity fluctuations in images and videos which severely degrade the performance of outdoor vision systems. Removing the visual effects of rain is therefore important in order to make outdoor vision robust to rain. In contrast, in graphics, rain effects are desirable as they are often used to convey scene emotions in movies and in other graphics applications, such as games, to enhance realism. Developing efficient algorithms for realistic rendering of rain effects is however challenging. This thesis, studies rain from the perspective of vision and graphics. We have two main goals - (1)to understand the visual appearance of rain and (2)to develop efficient algorithms both for handling its effects in vision and for its realistic rendering in graphics. We begin by modeling the visual appearance of rain. We describe the appearance by modeling the photometric intensities produced by individual raindrops and the space-time correlation produced by the motion of a large number of rain drops. We then use these appearance models to develop two complementary approaches to handle the effects of rain on vision systems. The first approach uses a post-processing algorithm for detection and removal of rain from videos that have already been captured. In the second approach we use our appearance model to show that the unique physical properties of rain--its small size, high velocity and spatial distribution--makes its visibility depend strongly on camera parameters. This dependence is used to reduce the visibility of rain during image acquisition by judiciously selecting camera parameters. Conversely, camera parameters can also be chosen to enhance the visibility of rain. This ability can be used to develop an inexpensive and portable camera-based rain gauge that provides instantaneous rain-rate measurements. In graphics, we have developed two models for realistic rendering of rain. In the first model we consider the complex appearance patterns produced by close by raindrops. We show that these patterns are produced due to the rapid shape distortions (i.e. oscillations) that a raindrop undergoes as it falls and develop a physics-based model to faithfully render these complex appearance patterns. This model is then used to develop an efficient algorithm for rendering rain in images and videos. In the second work, we focus on realistic rendering of material-dependent splashing of raindrops. Here we measure raindrop splashes for 22 different realworld materials. These measurements are then used to build a compact stochastic model that accurately captures the material and inclination dependent splashing behavior of raindrops. Additionally, it allows a user to render physically plausible splashes for novel materials that have not been measured. These two methods have advanced the state of the art algorithms for rendering rain. We believe that this thesis presents a new approach for modeling dynamic weather effects and has opened new avenues for research in vision and graphics.",2008,"Garg, Kshitiz",THES,NA
proquest_dt,304812003,The large scale peer-to-peer (P2P) live streaming in the Internet,"A large number of emerging applications such as IPTV, event broadcast, online games and distance learning require the support of live video streaming, yet, this is perhaps the greatest unfulfilled promise of the Internet. The root of the problem is that the Internet by nature, i.e., autonomous, heterogeneous, best-effort, can not provide the services required by streaming applications. The recent development in Peer-to-Peer (P2P) technologies brings new momentum in live video streaming due to the inherent self-scaling property and easy deployment. In spite of its popularity, there is no consensus on how a large-scale P2P live streaming system works. There are two fundamental problems in the design space: topology formulation that relates to how a peer locates the video content from one another and content delivery. Further, there has been little study on the design trade-offs and large-scale measurements. This thesis fills this gap.    We leverage our earlier system, Coolstreaming, which was arguably the earliest large-scale P2P video streaming experiment and was widely referenced in the community as the benchmark (Google entries top 400,000). We have designed and implemented comprehensive logging tools to collect and analyze large sets of traces from real-world broadcasts, from which we establish a theoretical framework that (1) concretely demonstrate the fundamental system design trade-offs and further identify the main performance bottlenecks and key factors behind them. Specifically, we show (1) random topology formulation can lead to convergence and stability; (2) video streaming performance is critically affected by system dynamics, in particular churns; (3) the system exhibits excellent scaling property yet the uploading capacity contributions from peers are highly skewed, in which a small percentage of peers conbtribute most; (4) the scale and streaming performance is largely determined by how well the system can handle the flash crowd in live streaming event.",2008,"Xie, Susu",THES,Ph.D.
proquest_dt,304655498,Real-time smooth surface construction on the graphics processing unit,"Increased realism in interactive graphics and gaming requires complex smooth surfaces to be rendered at ever higher frame rates. In particular, representations used to model surfaces offline, such as spline and subdivision surfaces, have to be modified or reorganized to allow for efficient usage of the graphics processing unit and its SIMD (Single Instruction, Multiple Data) parallelism. This dissertation presents a novel algorithm for converting quad meshes on the GPU to smooth, water-tight surfaces at the highest speed documented so far. The conversion reproduces bi-cubic splines wherever possible and closely mimics the shape of the Catmull-Clark subdivision surface by c-patches where a vertex has a valence different from 4. The smooth surface is piecewise polynomial and has well-defined normals everywhere.",2008,"Ni, Tianyun",THES,Ph.D.
proquest_dt,304653320,Routing in random ad-hoc networks: Provably better than worst-case,"Wireless networks, such as sensor networks or general ad-hoc networks, present special challenges for routing problems due to high energy constraints, failures, and node autonomy. As such, traditional methods of constructing and fixing a centralized routing topology and then simply expecting nodes to forward accordingly in the absence of any further incentives to do so suffer reliability drawbacks. We look to light-weight and game-theoretic proposals based on random walks and game-theoretic techniques to deal with these reliability concerns. In particular, we consider random walks for information collection, path auctions for one-to-one routing, and a locally minimum cost forwarding game (LMCF) for all-to-one reverse multicast routing. For each of the three routing scenarios considered, a trade-off between reliability and efficiency is observed in the worst-cases: There exist wireless network configurations for which random walks take a maximally long expected time to visit all nodes, path auctions require maximal overpayments to ensure truthfulness, and any Nash equilibria for locally minimum cost forwarding are arbitrarily costlier than the global optimum. We further demonstrate NP-hardness results and approximation hardness results regarding computation of optimal truthful mechanisms and optimal Nash equilibria for the game-theoretic scenarios present. On the other hand, a clique is also a possible wireless network configuration formed by setting a large enough (broadcast radius, and the clique configuration demonstrates optimal efficiency for all three. The extreme downside to such a configuration, however, is that such a large broadcast radius would rapidly deplete the system's energy, yielding it completely infeasible. What becomes apparent then, is that the appropriate question to ask is the following: What is the efficiency of each of the three proposed methods for a typical wireless network of low broadcast radius'? Does a nicer structure tend to arise despite negative worst-case behavior for the reliable routing problems considered in this work on the relevant random models of wireless networks'? A central theme of this work is a resounding, theoretically sound ""Yes"" to that question for all three scenarios: We prove that each of the three proposed methods are almost always efficient under relevant, models and metrics models for wireless networks.",2008,"Ercal-Ozkaya, Gunes",THES,Ph.D.
proquest_dt,304653149,Rain in vision and graphics,"Rain produces sharp intensity fluctuations in images and videos which severely degrade the performance of outdoor vision systems. Removing the visual effects of rain is therefore important in order to make outdoor vision robust to rain. In contrast, in graphics, rain effects are desirable as they are often used to convey scene emotions in movies and in other graphics applications, such as games, to enhance realism. Developing efficient algorithms for realistic rendering of rain effects is however challenging. This thesis, studies rain from the perspective of vision and graphics. We have two main goals - (1) to understand the visual appearance of rain and (2) to develop efficient algorithms both for handling its effects in vision and for its realistic rendering in graphics.    We begin by modeling the visual appearance of rain. We describe the appearance by modeling the photometric intensities produced by individual raindrops and the space-time correlation produced by the motion of a large number of rain drops. We then use these appearance models to develop two complementary approaches to handle the effects of rain on vision systems. The first approach uses a post-processing algorithm for detection and removal of rain from videos that have already been captured. In the second approach we use our appearance model to show that the unique physical properties of rain—its small size, high velocity and spatial distribution—makes its visibility depend strongly on camera parameters. This dependence is used to reduce the visibility of rain during image acquisition by judiciously selecting camera parameters. Conversely, camera parameters can also be chosen to enhance the visibility of rain. This ability can be used to develop an inexpensive and portable camera-based rain gauge that provides instantaneous rain-rate measurements.    In graphics, we have developed two models for realistic rendering of rain. In the first model we consider the complex appearance patterns produced by close by raindrops. We show that these patterns are produced due to the rapid shape distortions (i.e. oscillations) that a raindrop undergoes as it falls and develop a physics-based model to faithfully render these complex appearance patterns. This model is then used to develop an efficient algorithm for rendering rain in images and videos. In the second work, we focus on realistic rendering of material-dependent splashing of raindrops. Here we measure raindrop splashes for 22 different realworld materials. These measurements are then used to build a compact stochastic model that accurately captures the material and inclination dependent splashing behavior of raindrops. Additionally, it allows a user to render physically plausible splashes for novel materials that have not been measured. These two methods have advanced the state of the art algorithms for rendering rain. We believe that this thesis presents a new approach for modeling dynamic weather effects and has opened new avenues for research in vision and graphics.",2008,"Garg, Kshitiz",THES,Ph.D.
proquest_dt,304653068,Probabilistic distributed control,"Algorithms must not only allow autonomous entities to work together to accomplish some desired task, but it is often advantageous to must do so in a distributed manner. The latter criterion is critical. As the number of autonomous entities increases, it becomes increasingly unwieldy to coordinate them with a centralized controller due to scalability issues.    The natural question is thus ""What distributed control algorithm can we use for this purpose?"" As it turns out, in 1964 the mathematician M.L. Tsetlin devised a very elegant solution, which he called the Gur Game, to bring about ""optimality"" in a population of finite state automata without using a centralized controller. What is remarkable about his methodology is that it so closely parallels what we are trying to accomplish now with networks of computing entities. It is because of this that we have chosen to further investigate how the Gur Game can realize distributed control. Since the Gur Game works in a probabilistic manner, we will use the phrase ""probabilistic distributed control"" to describe this work. Indeed, it is the thesis of this dissertation that the Gur Game is an effective means to achieve probabilistic distributed control in many network applications.    In this dissertation, our first application of the Gur Game is to the problem of adjusting the resolution of active entities in ad hoc networks, such as sensor networks. We next present an extension of the Gur Game that we call the Hierarchical Gur Game. This Hierarchical Gur Game addresses some scalability issues associated with the baseline (flat) Gur Game. We next study how the Gur Game can be used in the domain of power control for ad hoc networks. Next, we examine the concept of the Gur Game duty cycle. Following that we explore what happens when we break the original Gur Game into separate, smaller games. We also demonstrate how allowing gurs to be mobile helps provide robustness in a tree hierarchy network. Finally, we analyze the Gur Game theoretically.",2008,"Iyer, Ranjit",THES,Ph.D.
proquest_dt,304575864,Mechanism design and analysis using simulation-based game models,"As agent technology matures, it becomes easier to envision electronic marketplaces teeming with autonomous agents. Since agents are explicitly programmed to optimally compete in these marketplaces (within bounds of computational tractability), and markets themselves are designed with specific objectives in mind, tools are necessary for systematic analyses of strategic interactions among autonomous agents. While traditional game-theoretic approaches to the analysis of multi-agent systems can provide much insight, they are often inadequate, as they rely heavily on analytic tractability of the problem at hand; however, even mildly realistic models of electronic marketplaces contain enough complexity to render a fully analytic approach hopeless.    To address questions not amenable to traditional theoretical approaches, I develop methods that allow systematic computational analysis of game-theoretic models in which the players' payoff functions are represented using simulations (i.e., simulation-based games). I develop a globally convergent algorithm for Nash equilibrium approximation in infinite simulation-based games, which I instantiate in the context of infinite games of incomplete information. Additionally, I use statistical learning techniques to improve the quality of Nash equilibrium approximation based on data collected from a game simulator. I also derive probabilistic confidence bounds and present convergence results about solutions of finite games modeled using simulations. The former allow an analyst to make statistically-founded statements about results based on game-theoretic simulations, while the latter provide formal justification for approximating game-theoretic solutions using simulation experiments. To address the broader mechanism design problem, I introduce an iterative algorithm for search in the design space, which requires a game solver as a subroutine. As a result, I enable computational mechanism design using simulation-based models of games by availing the designer of a set of solution tools geared specifically towards games modeled using simulations.     I apply the developed computational techniques to analyze strategic procurement and answer design questions in a supply-chain simulation, as well as to analyze dynamic bidding strategies in sponsored search auctions. Indeed, the techniques I develop have broad potential applicability beyond electronic marketplaces; they are geared towards any system that features competing strategic players who respond to incentives in a way that can be reasonably predicted via a game-theoretic analysis.",2008,"Vorobeychik, Yevgeniy",THES,Ph.D.
