source,psyid,pmid,doi,title,abstract,year,month,day,journal,authors
psycInfo,2017-06727-012,NA,10.4018/978-1-4666-9986-1.ch012,This drives me nuts! How gaming technologies can elicit positive experiences by means of negative emotions.,"Video games are an interesting example of technologies/media able to generate complex emotions. Indeed, part of the emotions commonly arising in the experience of video gamers are quite negative. On the one hand, video gamers may feel frustration and anger due to the difficulty of the gameplay. On the other hand, they may experience sadness, anxiety and fear due to the immersion into emotionally rich narratives. Yet, video gamers seem to appreciate gaming technologies generating negative emotions, and the research on media frequently highlights a counterintuitive positive relation between negative affect and enjoinment/well-being outcomes. Starting from these premises, the present chapter is aimed to review the negative emotions typical of video games, in order to understand in what ways they can concur in generating an overall positive experience. Then, the chapter discusses implications for research on video games as positive technologies, namely technologies able to promote well-being in their users. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2016,NA,NA,NA,"Triberti, Stefano"
psycInfo,2016-27240-006,NA,NA,Going further in affective computing: How emotion recognition can improve adaptive user interaction.,"This article joins the fields of emotion recognition and human computer interaction. While much work has been done on recognizing emotions, they are hardly used to improve a user's interaction with a system. Although the fields of affective computing and especially serious games already make use of detected emotions, they tend to provide application and user specific adaptations only on the task level. We present an approach of utilizing recognized emotions to improve the interaction itself, independent of the underlying application at hand. Examining the state of the art in emotion recognition research and based on the architecture of Companion-System, a generic approach for determining the main cause of an emotion within the history of interactions is presented, allowing a specific reaction and adaption. Using such an approach could lead to systems that use emotions to improve not only the outcome of a task but the interaction itself in order to be truly individual and empathic. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2016,NA,NA,NA,"Meudt, Sascha; Schmidt-Wack, Miriam; Honold, Frank; Schüssel, Felix; Weber, Michael; Schwenker, Friedhelm; Palm, Günther"
psycInfo,2015-46819-006,NA,NA,All just fun and games? Men and media violence.,"Decades of research have documented associations between violent video game use and a host of negative outcomes including aggression, desensitization to violence, decreased empathy and prosocial behavior, and increased hostile attribution bias. Boys' and men's involvement in violent video gaming is pronounced and increasing. These factors, as well as the changing content of video games, present cause for concern regarding the potentially widespread impact of violent video games. The present chapter summarizes the hormonal and neurobiological aspects of aggression in males as well as the impact of violent video game use on these factors. Negative outcomes, including relational problems, impact on the children of gamers, and internet gaming disorder are considered, as are prevention and intervention efforts addressing these issues. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2015,NA,NA,NA,"Knox, Michele; Shukla, Vipul"
psycInfo,2013-41550-007,NA,NA,Media-based emotional coping: Examining the emotional benefits and pitfalls of media consumption.,"In this chapter, we diverge from these more traditional orientations to emotion and media research in that we begin from the assumption that media messages serve not simply as stimuli for arousing or regulating emotion, but rather they possibly play a more complex role in an audience's emotional development and social relationships than previously acknowledged. Based on the available extant evidence, we argue that emotional depictions in the media have the potential to contribute to the socialization of emotional responses, the ability to cope with negative emotions, the likelihood of experiencing the benefits of more positive mental states, and the formation of more cohesive social relationships. Despite these potential positive outcomes, there are potential pitfalls within each of these domains that are important to address. Thus, we will tackle each of these areas of what we will generally term media-based emotional coping, discussing related theory and evidence as available, and we will conclude with potential areas for future research in this domain. Throughout our discussion, we are guided by Lazarus' (1993; Lazarus and Folkman 1984) conception of emotion-focused coping as the process of managing or regulating the internal consequence of a stressor, which typically involves attempts to minimize or alleviate negative affect. Further, given the emphasis in the extant research on television and film, our review reflects this perspective; however, other chapters within this volume address emotion in other media contexts, such as video games, that are certainly relevant to the issues addressed herein. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2015,NA,NA,NA,"Nabi, Robin L.; So, Jiyeon; Prestin, Abby"
psycInfo,2017-00889-012,NA,10.4018/978-1-5225-0159-6.ch012,This drives me nuts! How gaming technologies can elicit positive experiences by means of negative emotions.,"Video games are an interesting example of technologies/media able to generate complex emotions. Indeed, part of the emotions commonly arising in the experience of video gamers are quite negative. On the one hand, video gamers may feel frustration and anger due to the difficulty of the gameplay. On the other hand, they may experience sadness, anxiety and fear due to the immersion into emotionally rich narratives. Yet, video gamers seem to appreciate gaming technologies generating negative emotions, and the research on media frequently highlights a counterintuitive positive relation between negative affect and enjoinment/well-being outcomes. Starting from these premises, the present chapter is aimed to review the negative emotions typical of video games, in order to understand in what ways they can concur in generating an overall positive experience. Then, the chapter discusses implications for research on video games as positive technologies, namely technologies able to promote well-being in their users. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2016,NA,NA,NA,"Triberti, Stefano"
psycInfo,2015-09783-000,NA,NA,Through windows of opportunity: A neuroaffective approach to child psychotherapy.,"This book brings the expertise of four child psychotherapists together for a wide-ranging and penetrating discussion of the factors that affect early development of relationships and understanding in actual therapeutic encounters which they examined together by micro-analysis of videos recording their work. They use different sciences and different metaphors to characterise their methods of therapy with children and their parents and family, but all use videos to teach their method of working with children, and all recognise the importance of the subtle micro-moments of change in the present, and the shared 'composition' of narratives of feeling and recollecting. Peter Levine is an expert on motor defence mechanisms of the body and regulation of bodily feelings of safety and risk by the autonomic system. Jukka Mäkelä applies the performance of Theraplay engagements with the child to establish trust in risk-taking games and active, rhythmic story-making. Haldor Øvreeide uses developmentally supportive dialogue and self-organising in relationships in the 'lived moment'. Eia Asen, working in London, employs 'multi-family therapy' and 'mentalization-based family therapy' to support shared rational examination of anxieties and emotional factors that limit awareness and imagination. Together, under the supportive guidance of Marianne Bentzen and Susan Hart, these four presented and discussed their work in a two day conference in Copenhagen on 'The quest for the non-specific factors in psychotherapy with children', which was transcribed, leading to a book in Danish of which this volume is the English translation. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2015,NA,NA,NA,"Bentzen, Marianne; Hart, Susan"
psycInfo,2013-41550-004,NA,NA,Affective and emotional consequences of the mass media.,"This chapter focuses on the influence that the mass media have on viewers' emotional experiences. We will operationally define affect and emotions, explain how the mass media are related to a variety of emotional and affective experiences using evidence from primary research and theory, then describe a study in which we created a negative affective state and had participants play a violent video game to determine if video game play was related to affect and emotional repair. Finally, we conclude by offering our conclusions and suggestions for future research. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2015,NA,NA,NA,"Barlett, Christopher P.; Gentile, Douglas A."
psycInfo,2014-43075-034,NA,NA,Emotion in games.,"Emotion has been investigated from various perspectives and across several domains within human-computer interaction (HCI) including intelligent tutoring systems, interactive web applications, social media, and human-robot interaction. One of the most promising and also challenging applications of affective computing research is within computer games. This chapter focuses on the study of emotion in the computer games domain, reviews seminal work at the crossroads of game technology, game design, and affective computing, and details the key phases for efficient affect-based interaction in games. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2015,NA,NA,NA,"Yannakakis, Georgios N.; Paiva, Ana"
psycInfo,2013-41550-022,NA,NA,Virtual interface agents that adapt to user emotion and interest.,"Physiological signals and eye signals both are novel input modalities for agent-based interfaces, which offer new opportunities for highly personalized human-computer interaction. If computers could react sensibly to users, they would provide a more positive or often less frustrating interaction experience to the user. This chapter is dedicated to investigating the potential of physiological and eye signals by describing implemented systems and studies conducted with those systems. The remainder of this chapter is organized as follows. The section 'Emotional interfaces' first reviews previous attempts to evaluate the impact of emotional agent behavior on users. Then, examples of influential emotion theories are presented - one cognitive appraisal theory and a two-dimensional emotion model. As an example, we will describe an implemented system of an emotional gaming agent and the results of an empirical study. The section 'Attentive interfaces' first explains a simple method to determine a user's visual interest. Then, an example scenario with visually perceptive presentation agents is described and evaluated. Concluding remarks round off the chapter. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2015,NA,NA,NA,"Prendinger, Helmut; Ishizuka, Mitsuru"
psycInfo,2016-43713-008,NA,10.1007/978-3-319-42727-0_8,The promotion of violence by the mainstream media of communication.,"This chapter gives a comprehensive state-of-the-art review on the effects that exposure to or enactment of violence in mainstream media has on aggressive behavior, emotions, and empathy. In line with contemporary technological developments, the authors also cover the more and more widespread consumption of violent video games, which put the player in a more active role than traditional media (such as television) put their viewers. As the field is extremely controversial, the authors are careful in their analysis of the actually existing evidence as well as in their conclusions and recommendations for future research. Despite all controversy, and after reviewing existing literature, as well as a large number of own empirical work, the authors come to the conclusion that there is evidence for increased aggressive motivation and impulsivity as a result of exposure to media violence, but that it is not clear yet how much it affects people's real-life behavior. Nevertheless, it is clear that there is no evidence for cathartic effects, a conclusion that is similar in research on the effects of filmed violence, and an idea that had been present in the controversy for decades but can now be abandoned. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2016,NA,NA,NA,"Arriaga, Patrícia; Zillmann, Dolf; Esteves, Francisco"
psycInfo,2015-24110-004,NA,NA,Emotions and social evolution: A computational approach.,"Emotion and social processes are evolutionarily intertwined. In this chapter, the authors present their TPR, TPR 2.0 and The Game of Emotions simulations along with the justification of necessary ideas in order to achieve the next level of research. This chapter describes a defense of the epistemological value of computer simulations for the analysis of emotions and social interactions. Finally, the elements of the model are described and defined with a sketch of the basic control algorithm. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2015,NA,NA,NA,"Casacuberta, D.; Vallverdú, J."
psycInfo,2017-00889-006,NA,10.4018/978-1-5225-0159-6.ch006,An empirical study about the use of the Internet and computer games among Croatian children.,"This book chapter is dedicated to theoretical and empirical review of media among children. Empirical results about computer presence in family homes, IT literacy with different computer programmes among parents, as well children are described. In addition, attitudes of parents and preschool and school-aged children about using Internet and computer games as well as attitudes toward the Internet violence are analysed. The results of games types that children play as well as frequency of playing and children’s emotions evoked by them are shown. Finally, the results about presence of significant others as well as their conversation with children are shown. All of the above are interestingly studied in the frame of correlation analysis to research relations between some socio-demographic variables (sex, age, the level of education, and presence of computer in family home), so certain future research guidelines can be established. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2016,NA,NA,NA,"Vorkapić, Sanja Tatalović; Polanec, Elma"
psycInfo,2017-00889-021,NA,10.4018/978-1-5225-0159-6.ch021,Emotions and social evolution: A computational approach.,"Emotion and social processes are evolutionarily intertwined. In this chapter, the authors present their TPR, TPR 2.0 and The Game of Emotions simulations along with the justification of necessary ideas in order to achieve the next level of research. This chapter describes a defense of the epistemological value of computer simulations for the analysis of emotions and social interactions. Finally, the elements of the model are described and defined with a sketch of the basic control algorithm. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",2016,NA,NA,NA,"Casacuberta, D.; Vallverdú, J."
psycInfo,2014-27315-000,NA,10.4018/978-1-4666-4773-2,"Psychology, pedagogy, and assessment in serious games.","This book provides an inclusive and multidisciplinary discussion of serious games that tries to provide a more holistic and coherent understanding of this emerging and fast-moving area of the educational applications of games. The aim is to try to better understand how interactive gaming technology can be utilized to enhance teaching and learning. This journey goes from the psychological theories of human behaviors, cognition, motives, and emotions that comprise the supporting body of knowledge necessary for understanding why and how serious games work to the actual application of games in real settings. While the relevance of theory and research in psychology to the design, development, and evaluation of serious games is recognized by computer scientists and technologists, it is not always clearly understood. The pedagogical principles underlying serious games are also addressed, including the role of the teachers when using games and the new educational scenarios appearing (e.g. social interactions in games). Serious games have the potential to be at their most useful in supporting higher-level skills such as critical thinking and soft skills such as interpersonal and intrapersonal skills that are very difficult to acquire with more traditional educational approaches. Moreover, in this multidisciplinary topic, it is also necessary to examine new technological developments such as the application of artificial intelligence techniques to designing non-player characters in games or the use of players’ brain signals (e.g. neurofeedback, brain computer interface) that have the potential to enhance the current applications of serious games. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2014,NA,NA,NA,"Connolly, Thomas M.; Hainey, Thomas; Boyle, Elizabeth; Baxter, Gavin; Moreno-Ger, Pablo"
psycInfo,2013-14202-002,NA,NA,Emotional gaming.,"In recent years, research on the psychology of gaming has examined the negative and positive outcomes of playing video games. Thus far, a variety of affective phenomena have been investigated. In this chapter we will continue this exploration by examining the emotions elicited by the act of playing video games. Because the study of emotions must rely on different type of methods, including subjective self-reports (e.g., description of feelings), neuropsychophysiological measurements (e.g. electromyography, skin conductance, heart rate, event-related potentials, functional magnetic resonance imaging), biological markers (e.g. Cortisol, testosterone) and behaviours (e.g., facial expressions), we will cover all these distinct methods. We will explore how dimensional and categorical models of emotions have been used to identify the emotional responses of players, including their enjoyment experience. Expanding upon past research findings we will also discuss the social implications of gaming and suggest areas for future research. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2013,NA,NA,NA,"Madeira, Filipa; Arriaga, Patrícia; Adrião, Joana; Lopes, Ricardo; Esteves, Francisco"
psycInfo,2014-55590-000,NA,NA,Empathy and violent video games: Aggression and prosocial behavior.,"Video games are now strongly related to the everyday life of many people; they are pervasive, ubiquitous, and no longer entertainment 'just for kids.' At the same time, a general decrease in altruism, empathy, and charity are recurrently discussed, as is the case with the increase in selfishness in our society. Interestingly, the high rates of violence in video games and its increasingly realistic portrayal have been suggested as significant factors that further contribute to these societal tendencies. The great body of studies on the negative effects of exposure to violent video games seems to substantiate these concerns. The present project scrutinizes the role of empathy in this context: Will it matter if the player takes the perspective of a video game character and understands the characters feelings and, if so, how does this affect the players feelings, thoughts, and behavior? Although empathy is a well-researched concept in the psychology of interpersonal relations, its role in media consumption and media effects has been largely overlooked. Only recently, empathy has been suggested as a potential moderating factor in understanding the effects of violent video game exposure (for example, Bartholow, Sestir, & Davis, 2005). Most other publications cover the state of the art regarding media effects, but do not extend their perspective towards other, untested factors in video game research (for example, Anderson, Gentile, & Buckley, 2007; Calvert & Wilson, 2010; Kirsh, 2012). While again, other books and journal articles focus on empathy research (Batson, 2009; Davis, 2004; Hoffman, 2000; Nathanson, 2003), no research has yet systematically investigated the function and effects of empathy in the field of media effects research. It is the aim of the present project to close this gap in the literature and provide a concise and profound analysis of the role of empathy in violent video games. Based on in-depth analyses of the literature we present three empirical studies that explore the mechanisms behind the potentially moderating functions of empathy. We show that inducing empathy before playing a violent video game affects emotion and cognition, but also prosocial and aggressive behavior. However, our results also indicate that the effects of playing violent video games do not solely depend on the game content (that is, violent versus non-violent), but also on the character played (for example, hero vs. villain), as well as the players' interpretations of the role of the character (for example, perpetrator vs. victim). Thus, the present project reveals new insights into empathy-based responses to violent media content. We argue that the distinctiveness of empathy-based reactions in the media context (both as state and trait empathy) is an important factor in various research fields of media psychology (for example, media effects, cyberbullying and media competences). (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2014,NA,NA,NA,"Happ, Christian; Melzer, André"
psycInfo,2014-43235-008,NA,NA,'There is no genius': Dr. Joan Watson and the rewriting of gender and intelligence on CBS's Elementary.,"Riding the successes of the Sherlock Holmes film franchise as well as the hit BBC show Sherlock, which is a modern interpretation of the classic stories of Victorian era author and physician Sir Arthur Conan Doyle, Elementary hit the North American prime time television schedule in the fall of 2012 with its own unique twists—it was to be set in New York and the character of Dr. John Watson was to be played by Lucy Liu as Dr. Joan Watson. The plot and character developments in Elementary go beyond simply playing a numbers game of representational politics. What Elementary does, and does very well, is not only ascribe intelligence to a female lead character and a woman of color but also interrogate the very concept of intelligence through the figures of Joan Watson and Sherlock Holmes, and through the gender dynamics in the personal and working relationship between them. Ultimately, Elementary challenges the gendered politics associated with cultural binaries such as intelligence/emotion, personal/professional, success/failure, and teacher/student, and in the process demonstrates that there is space for representations of intelligent and complex (racialized) women as well as for representations of intelligent and emotional men on mainstream television. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2014,NA,NA,NA,"Kang, Helen H.; Patterson, Natasha"
psycInfo,2015-46923-031,NA,NA,On the role of 'digital actors' in entertainment-based virtual worlds.,"This chapter looks at the development of an emotional relationship to the player in video games; whereas this was previously attempted using noninteractive methods, the trend now is the development of interactive game characters who are behaviorally believable and are capable of responding with, for example, movement, emotion, and nonverbal cues to the actions of the player. Where games had been using passive narrative forms, similar to those used in other media such as films, the question now is what new narrative forms must be designed to account for the prototype emotive digital actors who are now appearing and what new experiences await the player. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2014,NA,NA,NA,"Carlisle, Phil"
psycInfo,2015-08016-015,NA,NA,Empathy and trauma culture: Imaging catastrophe.,"Media scholars have begun to discuss new digital viewing contexts, such as cell phones, ipods, internet, video games, and more (see Marsha Kinder (1991) or Anne Friedberg (2006)) but few have explored processes involved in responding to images of catastrophe in a rapidly expanding visual culture. Scholars have mainly studied exhibition sites, visual techniques, ideological meanings, and how new global networks are stmctured. Response to an image is partly determined by the way it has been composed—editing, visual style, purpose—and partly by its context for exhibition, but scholars have assumed that cognition—meaning—is primary. My view is that response is also, especially in regard to images of catastrophe, emotional. We bring culturally shaped emotions to reception, and in turn, our emotions are aroused (we might say constructed) by images. For the purposes of this chapter, I will focus on empathy as an emotion central to response to images of disaster. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2014,NA,NA,NA,"Kaplan, E. Ann"
